Cover_Type,Cover_Long,Max_Coverage_pct,Observed_Date,Temp_Celsius,Wind_Speed,Wind_Direction,Visibility
OVC,Overcast,1.00,2023-02-15T10:34:00Z,1.1,18,310,10
OVC,Overcast,1.00,2023-02-15T11:23:00Z,1.7,19,310,10
OVC,Overcast,1.00,2023-02-15T12:18:00Z,1.1,15,310,10
OVC,Overcast,1.00,2023-02-15T13:44:00Z,0.6,18,310,10
OVC,Overcast,1.00,2023-02-15T14:44:00Z,-1.1,22,300,10
OVC,Overcast,1.00,2023-02-15T15:38:00Z,-2.8,15,290,10
OVC,Overcast,1.00,2023-02-15T15:53:00Z,-3.3,17,310,10
BKN,Broken,0.88,2023-02-15T16:53:00Z,-3.3,18,310,10
BKN,Broken,0.88,2023-02-15T17:53:00Z,-4.4,16,320,10
SCT,Scattered,0.50,2023-02-15T18:53:00Z,-4.4,18,310,10
FEW,Few Clouds,0.25,2023-02-15T19:53:00Z,-4.4,14,320,10
SCT,Scattered,0.50,2023-02-15T20:53:00Z,-4.4,15,310,10
SCT,Scattered,0.50,2023-02-15T21:53:00Z,-4.4,11,320,10
FEW,Few Clouds,0.25,2023-02-15T22:53:00Z,-4.4,12,300,10
SCT,Scattered,0.50,2023-02-15T23:53:00Z,-5.6,11,310,10
SCT,Scattered,0.50,2023-02-16T00:53:00Z,-5.6,10,330,10
FEW,Few Clouds,0.25,2023-02-16T01:53:00Z,-6.1,9,320,10
FEW,Few Clouds,0.25,2023-02-16T02:53:00Z,-7.2,9,300,10
FEW,Few Clouds,0.25,2023-02-16T03:53:00Z,-7.8,10,320,10
SCT,Scattered,0.50,2023-02-16T04:53:00Z,-8.3,8,330,10
CLR,Clear,0,2023-02-16T05:53:00Z,-8.9,6,340,10
BKN,Broken,0.88,2023-02-16T06:53:00Z,-8.9,7,340,10
SCT,Scattered,0.50,2023-02-16T07:53:00Z,-9.4,8,360,10
SCT,Scattered,0.50,2023-02-16T08:53:00Z,-9.4,7,350,10
BKN,Broken,0.88,2023-02-16T09:53:00Z,-10,6,10,10
BKN,Broken,0.88,2023-02-16T10:53:00Z,-10,9,360,10
BKN,Broken,0.88,2023-02-16T11:53:00Z,-10.6,9,360,10
BKN,Broken,0.88,2023-02-16T12:53:00Z,-10.6,10,10,10
BKN,Broken,0.88,2023-02-16T13:53:00Z,-10.6,9,10,10
BKN,Broken,0.88,2023-02-16T14:53:00Z,-10,7,30,10
BKN,Broken,0.88,2023-02-16T15:53:00Z,-10,9,10,10
BKN,Broken,0.88,2023-02-16T16:53:00Z,-9.4,13,350,10
BKN,Broken,0.88,2023-02-16T17:53:00Z,-8.3,13,350,10
BKN,Broken,0.88,2023-02-16T18:53:00Z,-8.3,11,20,10
BKN,Broken,0.88,2023-02-16T19:53:00Z,-7.8,9,10,10
SCT,Scattered,0.50,2023-02-16T20:53:00Z,-7.2,14,350,10
SCT,Scattered,0.50,2023-02-16T21:53:00Z,-7.2,12,340,10
FEW,Few Clouds,0.25,2023-02-16T22:53:00Z,-7.2,10,340,10
FEW,Few Clouds,0.25,2023-02-16T23:53:00Z,-8.3,10,330,10
FEW,Few Clouds,0.25,2023-02-17T00:53:00Z,-8.9,11,330,10
FEW,Few Clouds,0.25,2023-02-17T01:53:00Z,-9.4,8,350,10
CLR,Clear,0,2023-02-17T02:53:00Z,-10,8,350,10
CLR,Clear,0,2023-02-17T03:53:00Z,-10.6,5,350,10
CLR,Clear,0,2023-02-17T04:53:00Z,-10.6,4,10,10
CLR,Clear,0,2023-02-17T05:53:00Z,-11.1,4,360,10
CLR,Clear,0,2023-02-17T06:53:00Z,-12.2,5,320,10
CLR,Clear,0,2023-02-17T07:53:00Z,-13.3,5,310,10
CLR,Clear,0,2023-02-17T08:53:00Z,-12.8,0,0,10
CLR,Clear,0,2023-02-17T09:53:00Z,-13.3,3,260,9
CLR,Clear,0,2023-02-17T10:53:00Z,-13.3,3,280,10
CLR,Clear,0,2023-02-17T11:53:00Z,-13.3,3,200,10
CLR,Clear,0,2023-02-17T12:53:00Z,-13.9,3,230,10
CLR,Clear,0,2023-02-17T13:53:00Z,-14.4,5,210,10
CLR,Clear,0,2023-02-17T14:53:00Z,-13.3,5,200,10
FEW,Few Clouds,0.25,2023-02-17T15:53:00Z,-10.6,8,210,10
FEW,Few Clouds,0.25,2023-02-17T16:53:00Z,-8.3,11,220,10
FEW,Few Clouds,0.25,2023-02-17T17:53:00Z,-7.2,10,190,10
FEW,Few Clouds,0.25,2023-02-17T18:53:00Z,-5.6,9,200,10
FEW,Few Clouds,0.25,2023-02-17T19:53:00Z,-3.9,10,210,10
FEW,Few Clouds,0.25,2023-02-17T20:53:00Z,-2.8,9,210,10
SCT,Scattered,0.50,2023-02-17T21:53:00Z,-2.2,10,180,10
SCT,Scattered,0.50,2023-02-17T22:53:00Z,-2.2,11,170,10
FEW,Few Clouds,0.25,2023-02-17T23:53:00Z,-2.2,8,190,10
FEW,Few Clouds,0.25,2023-02-18T00:53:00Z,-2.2,11,210,10
SCT,Scattered,0.50,2023-02-18T01:53:00Z,-2.2,7,220,10
SCT,Scattered,0.50,2023-02-18T02:53:00Z,-2.2,8,240,10
SCT,Scattered,0.50,2023-02-18T03:53:00Z,-2.2,10,230,10
CLR,Clear,0,2023-02-18T04:53:00Z,-2.8,8,240,10
CLR,Clear,0,2023-02-18T05:53:00Z,-2.8,8,250,10
CLR,Clear,0,2023-02-18T06:53:00Z,-3.3,6,260,10
CLR,Clear,0,2023-02-18T07:53:00Z,-3.3,6,250,10
CLR,Clear,0,2023-02-18T08:53:00Z,-4.4,0,0,10
CLR,Clear,0,2023-02-18T09:53:00Z,-5,0,0,10
CLR,Clear,0,2023-02-18T10:53:00Z,-5,4,210,10
CLR,Clear,0,2023-02-18T11:53:00Z,-5.6,5,220,10
CLR,Clear,0,2023-02-18T12:53:00Z,-5.6,3,230,10
CLR,Clear,0,2023-02-18T13:53:00Z,-5.6,0,0,9
CLR,Clear,0,2023-02-18T14:53:00Z,-4.4,4,200,10
FEW,Few Clouds,0.25,2023-02-18T15:53:00Z,-2.2,0,0,10
SCT,Scattered,0.50,2023-02-18T16:53:00Z,0,5,170,10
SCT,Scattered,0.50,2023-02-18T17:53:00Z,1.7,8,150,10
BKN,Broken,0.88,2023-02-18T18:53:00Z,1.7,7,150,10
BKN,Broken,0.88,2023-02-18T19:53:00Z,1.7,7,160,10
BKN,Broken,0.88,2023-02-18T20:53:00Z,2.2,6,120,10
BKN,Broken,0.88,2023-02-18T21:53:00Z,2.2,9,120,10
BKN,Broken,0.88,2023-02-18T22:53:00Z,2.2,9,130,10
BKN,Broken,0.88,2023-02-18T23:53:00Z,1.7,7,130,10
BKN,Broken,0.88,2023-02-19T01:33:00Z,1.1,6,140,10
BKN,Broken,0.88,2023-02-19T01:53:00Z,1.1,7,140,10
FEW,Few Clouds,0.25,2023-02-19T02:53:00Z,0.6,8,140,10
FEW,Few Clouds,0.25,2023-02-19T03:53:00Z,0,9,140,10
FEW,Few Clouds,0.25,2023-02-19T04:53:00Z,-0.6,7,160,10
FEW,Few Clouds,0.25,2023-02-19T05:53:00Z,-1.7,5,150,10
CLR,Clear,0,2023-02-19T06:53:00Z,-2.8,0,0,10
FEW,Few Clouds,0.25,2023-02-19T07:53:00Z,-3.3,3,220,9
FEW,Few Clouds,0.25,2023-02-19T08:53:00Z,-2.8,5,230,7
FEW,Few Clouds,0.25,2023-02-19T09:53:00Z,-2.8,8,260,9
FEW,Few Clouds,0.25,2023-02-19T10:53:00Z,-3.3,5,250,8
FEW,Few Clouds,0.25,2023-02-19T11:53:00Z,-3.9,5,250,8
OVC,Overcast,1.00,2023-02-19T13:42:00Z,-3.9,8,290,7
OVC,Overcast,1.00,2023-02-19T13:53:00Z,-3.9,9,300,8
OVC,Overcast,1.00,2023-02-19T14:53:00Z,-3.9,11,310,6
OVC,Overcast,1.00,2023-02-19T16:04:00Z,-1.7,7,330,9
OVC,Overcast,1.00,2023-02-19T17:15:00Z,0,9,300,10
OVC,Overcast,1.00,2023-02-19T17:53:00Z,0,10,300,10
OVC,Overcast,1.00,2023-02-19T18:53:00Z,0.6,8,280,10
SCT,Scattered,0.50,2023-02-19T20:33:00Z,1.7,11,300,10
FEW,Few Clouds,0.25,2023-02-19T20:53:00Z,1.7,12,280,10
FEW,Few Clouds,0.25,2023-02-19T21:53:00Z,1.1,10,290,10
SCT,Scattered,0.50,2023-02-19T22:53:00Z,0,12,320,10
FEW,Few Clouds,0.25,2023-02-19T23:53:00Z,-1.1,8,290,10
FEW,Few Clouds,0.25,2023-02-20T00:53:00Z,-2.2,8,280,10
FEW,Few Clouds,0.25,2023-02-20T01:53:00Z,-3.3,10,290,10
FEW,Few Clouds,0.25,2023-02-20T02:53:00Z,-4.4,7,290,10
CLR,Clear,0,2023-02-20T03:53:00Z,-5.6,5,270,10
CLR,Clear,0,2023-02-20T04:53:00Z,-6.7,5,230,10
CLR,Clear,0,2023-02-20T05:53:00Z,-7.8,0,0,10
CLR,Clear,0,2023-02-20T06:53:00Z,-7.8,3,200,10
CLR,Clear,0,2023-02-20T07:53:00Z,-8.9,4,250,10
FEW,Few Clouds,0.25,2023-02-20T08:53:00Z,-9.4,0,0,10
FEW,Few Clouds,0.25,2023-02-20T09:53:00Z,-10,4,200,10
BKN,Broken,0.88,2023-02-20T10:53:00Z,-10,4,130,10
OVC,Overcast,1.00,2023-02-20T11:53:00Z,-8.9,6,150,10
OVC,Overcast,1.00,2023-02-20T13:47:00Z,-8,6,170,0.5
OVC,Overcast,1.00,2023-02-20T14:48:00Z,-8,6,130,2
OVC,Overcast,1.00,2023-02-20T15:28:00Z,-6.7,7,150,10
OVC,Overcast,1.00,2023-02-20T16:22:00Z,-5.6,6,170,8
OVC,Overcast,1.00,2023-02-20T17:30:00Z,-3.3,7,170,9
OVC,Overcast,1.00,2023-02-20T18:14:00Z,-1.1,7,220,9
OVC,Overcast,1.00,2023-02-20T18:53:00Z,-0.6,11,220,10
OVC,Overcast,1.00,2023-02-20T20:45:00Z,1.1,10,250,10
OVC,Overcast,1.00,2023-02-20T21:33:00Z,1.7,13,250,10
OVC,Overcast,1.00,2023-02-20T21:53:00Z,1.7,12,260,10
BKN,Broken,0.88,2023-02-20T22:53:00Z,1.7,19,280,10
BKN,Broken,0.88,2023-02-21T00:31:00Z,-1.1,15,270,10
BKN,Broken,0.88,2023-02-21T01:19:00Z,-3.3,14,280,10
OVC,Overcast,1.00,2023-02-21T02:45:00Z,-8.3,17,300,10
OVC,Overcast,1.00,2023-02-21T03:21:00Z,-9.4,16,290,9
OVC,Overcast,1.00,2023-02-21T04:37:00Z,-11.1,16,290,10
OVC,Overcast,1.00,2023-02-21T04:53:00Z,-11.1,14,280,10
SCT,Scattered,0.50,2023-02-21T05:53:00Z,-12.2,14,290,10
FEW,Few Clouds,0.25,2023-02-21T06:53:00Z,-12.8,12,290,10
FEW,Few Clouds,0.25,2023-02-21T07:53:00Z,-13.3,12,290,10
CLR,Clear,0,2023-02-21T08:53:00Z,-13.9,8,290,10
CLR,Clear,0,2023-02-21T09:53:00Z,-14.4,12,290,10
CLR,Clear,0,2023-02-21T10:53:00Z,-15,9,310,10
CLR,Clear,0,2023-02-21T11:53:00Z,-15,12,280,10
SCT,Scattered,0.50,2023-02-21T12:53:00Z,-16.1,8,290,10
BKN,Broken,0.88,2023-02-21T13:53:00Z,-16.1,4,310,10
BKN,Broken,0.88,2023-02-21T14:53:00Z,-15,5,320,10
BKN,Broken,0.88,2023-02-21T15:53:00Z,-13.9,3,0,10
BKN,Broken,0.88,2023-02-21T16:53:00Z,-13.3,0,0,10
BKN,Broken,0.88,2023-02-21T17:53:00Z,-12.2,0,0,10
OVC,Overcast,1.00,2023-02-21T18:53:00Z,-11.7,5,140,10
OVC,Overcast,1.00,2023-02-21T20:44:00Z,-10.6,6,140,2
OVC,Overcast,1.00,2023-02-21T21:40:00Z,-11.1,6,140,1
OVC,Overcast,1.00,2023-02-21T23:35:00Z,-10.6,6,90,3
OVC,Overcast,1.00,2023-02-21T23:53:00Z,-10.6,6,60,1.5
OVC,Overcast,1.00,2023-02-22T00:53:00Z,-10,6,60,1.5
OVC,Overcast,1.00,2023-02-22T02:41:00Z,-10,8,50,3
OVC,Overcast,1.00,2023-02-22T03:23:00Z,-10,9,40,2
OVC,Overcast,1.00,2023-02-22T05:33:00Z,-9.4,11,30,1.5
OVC,Overcast,1.00,2023-02-22T06:51:00Z,-9,13,40,2
OVC,Overcast,1.00,2023-02-22T07:39:00Z,-9.4,12,30,1.5
OVC,Overcast,1.00,2023-02-22T08:46:00Z,-10,13,40,1.25
OVC,Overcast,1.00,2023-02-22T09:12:00Z,-10,15,40,2
OVC,Overcast,1.00,2023-02-22T09:53:00Z,-10,11,40,2.5
OVC,Overcast,1.00,2023-02-22T11:15:00Z,-10,15,40,4
OVC,Overcast,1.00,2023-02-22T12:32:00Z,-10,14,50,7
OVC,Overcast,1.00,2023-02-22T13:01:00Z,-10,18,30,8
BKN,Broken,0.88,2023-02-22T14:38:00Z,-8.9,14,40,8
OVC,Overcast,1.00,2023-02-22T15:28:00Z,-8.9,14,40,10
OVC,Overcast,1.00,2023-02-22T16:30:00Z,-7.8,17,50,10
OVC,Overcast,1.00,2023-02-22T16:53:00Z,-7.8,17,40,10
OVC,Overcast,1.00,2023-02-22T17:53:00Z,-7.2,17,60,10
OVC,Overcast,1.00,2023-02-22T19:27:00Z,-6.7,17,60,3
OVC,Overcast,1.00,2023-02-22T19:53:00Z,-6.7,15,50,1
OVC,Overcast,1.00,2023-02-22T23:31:00Z,-6.1,15,40,2
OVC,Overcast,1.00,2023-02-23T00:07:00Z,-6.7,14,40,2
OVC,Overcast,1.00,2023-02-23T01:16:00Z,-6.7,19,30,1.75
OVC,Overcast,1.00,2023-02-23T02:39:00Z,-7.2,18,40,1.25
OVC,Overcast,1.00,2023-02-23T03:10:00Z,-7.2,17,40,5
OVC,Overcast,1.00,2023-02-23T04:46:00Z,-7.2,16,40,1.75
OVC,Overcast,1.00,2023-02-23T05:27:00Z,-7.8,14,40,1.5
OVC,Overcast,1.00,2023-02-23T08:50:00Z,-9,18,50,5
OVC,Overcast,1.00,2023-02-23T08:53:00Z,-9.4,15,60,5
OVC,Overcast,1.00,2023-02-23T10:43:00Z,-8.3,16,50,4
OVC,Overcast,1.00,2023-02-23T14:41:00Z,-9.4,11,10,0.75
OVC,Overcast,1.00,2023-02-23T15:34:00Z,-9.4,15,10,1.25
OVC,Overcast,1.00,2023-02-23T16:35:00Z,-8.9,17,360,4
OVC,Overcast,1.00,2023-02-23T17:41:00Z,-9.4,14,350,2.5
OVC,Overcast,1.00,2023-02-23T17:53:00Z,-10,12,340,3
OVC,Overcast,1.00,2023-02-23T18:53:00Z,-10.6,12,350,3
OVC,Overcast,1.00,2023-02-23T20:28:00Z,-10.6,14,360,7
BKN,Broken,0.88,2023-02-23T21:26:00Z,-10.6,13,350,9
BKN,Broken,0.88,2023-02-23T21:53:00Z,-10.6,8,340,9
BKN,Broken,0.88,2023-02-23T22:53:00Z,-11.7,10,320,9
BKN,Broken,0.88,2023-02-23T23:53:00Z,-12.2,7,320,9
BKN,Broken,0.88,2023-02-24T01:24:00Z,-13.3,12,320,9
SCT,Scattered,0.50,2023-02-24T01:53:00Z,-13.9,7,330,10
SCT,Scattered,0.50,2023-02-24T02:53:00Z,-15,6,280,10
FEW,Few Clouds,0.25,2023-02-24T03:53:00Z,-15.6,6,300,10
FEW,Few Clouds,0.25,2023-02-24T04:53:00Z,-16.1,5,290,10
FEW,Few Clouds,0.25,2023-02-24T05:53:00Z,-16.7,5,290,10
SCT,Scattered,0.50,2023-02-24T06:53:00Z,-17.2,4,260,6
FEW,Few Clouds,0.25,2023-02-24T07:53:00Z,-18.3,4,280,9
FEW,Few Clouds,0.25,2023-02-24T08:53:00Z,-19.4,3,240,10
FEW,Few Clouds,0.25,2023-02-24T09:53:00Z,-20,4,220,10
FEW,Few Clouds,0.25,2023-02-24T10:53:00Z,-21.1,6,240,8
FEW,Few Clouds,0.25,2023-02-24T11:53:00Z,-21.7,7,230,9
BKN,Broken,0.88,2023-02-24T12:53:00Z,-21.7,0,0,9
BKN,Broken,0.88,2023-02-24T13:53:00Z,-20.6,0,0,9
SCT,Scattered,0.50,2023-02-24T14:53:00Z,-21.1,3,160,9
SCT,Scattered,0.50,2023-02-24T15:53:00Z,-16.7,0,0,10
BKN,Broken,0.88,2023-02-24T16:53:00Z,-16.1,4,200,10
OVC,Overcast,1.00,2023-02-24T17:53:00Z,-15,4,160,10
OVC,Overcast,1.00,2023-02-24T18:53:00Z,-13.3,4,260,10
OVC,Overcast,1.00,2023-02-24T19:53:00Z,-12.2,0,0,10
OVC,Overcast,1.00,2023-02-24T20:53:00Z,-12.8,3,240,10
OVC,Overcast,1.00,2023-02-24T22:28:00Z,-12.2,7,180,10
OVC,Overcast,1.00,2023-02-24T22:53:00Z,-12.2,5,150,9
OVC,Overcast,1.00,2023-02-24T23:53:00Z,-12.8,5,170,9
OVC,Overcast,1.00,2023-02-25T01:41:00Z,-13.3,4,150,10
OVC,Overcast,1.00,2023-02-25T02:17:00Z,-13.3,3,160,10
OVC,Overcast,1.00,2023-02-25T02:53:00Z,-12.8,0,0,6
OVC,Overcast,1.00,2023-02-25T03:53:00Z,-13.3,0,0,5
OVC,Overcast,1.00,2023-02-25T04:53:00Z,-12.8,4,190,8
OVC,Overcast,1.00,2023-02-25T05:53:00Z,-12.8,3,160,7
OVC,Overcast,1.00,2023-02-25T07:32:00Z,-12.8,4,220,10
OVC,Overcast,1.00,2023-02-25T07:53:00Z,-12.8,5,220,9
OVC,Overcast,1.00,2023-02-25T09:12:00Z,-12.8,12,230,6
OVC,Overcast,1.00,2023-02-25T09:53:00Z,-13.9,8,240,8
SCT,Scattered,0.50,2023-02-25T11:21:00Z,-14.4,4,220,9
FEW,Few Clouds,0.25,2023-02-25T11:53:00Z,-14.4,3,200,10
CLR,Clear,0,2023-02-25T12:53:00Z,-15.6,5,140,9
CLR,Clear,0,2023-02-25T13:53:00Z,-15.6,6,160,10
CLR,Clear,0,2023-02-25T14:53:00Z,-13.3,6,160,10
CLR,Clear,0,2023-02-25T15:53:00Z,-11.7,6,170,10
CLR,Clear,0,2023-02-25T16:53:00Z,-9.4,10,170,10
CLR,Clear,0,2023-02-25T17:53:00Z,-8.3,9,180,10
CLR,Clear,0,2023-02-25T18:53:00Z,-6.1,11,220,10
CLR,Clear,0,2023-02-25T19:53:00Z,-5,14,230,10
CLR,Clear,0,2023-02-25T20:53:00Z,-4.4,12,240,10
CLR,Clear,0,2023-02-25T21:53:00Z,-3.3,12,250,10
CLR,Clear,0,2023-02-25T22:53:00Z,-3.3,10,240,10
FEW,Few Clouds,0.25,2023-02-25T23:53:00Z,-3.9,6,240,10
FEW,Few Clouds,0.25,2023-02-26T00:53:00Z,-4.4,5,220,10
FEW,Few Clouds,0.25,2023-02-26T01:53:00Z,-5.6,4,250,10
CLR,Clear,0,2023-02-26T02:53:00Z,-6.7,6,260,10
CLR,Clear,0,2023-02-26T03:53:00Z,-6.7,9,270,10
CLR,Clear,0,2023-02-26T04:53:00Z,-7.8,7,280,10
CLR,Clear,0,2023-02-26T05:53:00Z,-9.4,7,300,10
CLR,Clear,0,2023-02-26T06:53:00Z,-11.7,4,320,10
CLR,Clear,0,2023-02-26T07:53:00Z,-10.6,3,260,10
CLR,Clear,0,2023-02-26T08:53:00Z,-11.1,0,0,10
CLR,Clear,0,2023-02-26T09:53:00Z,-13.9,0,0,10
CLR,Clear,0,2023-02-26T10:53:00Z,-12.8,0,0,7
CLR,Clear,0,2023-02-26T11:53:00Z,-14.4,4,60,9
CLR,Clear,0,2023-02-26T12:53:00Z,-12.2,6,210,7
FEW,Few Clouds,0.25,2023-02-26T13:53:00Z,-10.6,4,80,8
FEW,Few Clouds,0.25,2023-02-26T14:53:00Z,-9.4,4,60,10
FEW,Few Clouds,0.25,2023-02-26T15:53:00Z,-8.3,4,130,10
FEW,Few Clouds,0.25,2023-02-26T16:53:00Z,-6.1,5,140,10
FEW,Few Clouds,0.25,2023-02-26T17:53:00Z,-3.9,11,130,10
FEW,Few Clouds,0.25,2023-02-26T18:53:00Z,-2.8,10,120,10
FEW,Few Clouds,0.25,2023-02-26T19:53:00Z,-1.7,12,130,10
SCT,Scattered,0.50,2023-02-26T20:53:00Z,0,12,120,10
SCT,Scattered,0.50,2023-02-26T21:53:00Z,0.6,10,130,10
BKN,Broken,0.88,2023-02-26T22:53:00Z,0,11,100,10
BKN,Broken,0.88,2023-02-26T23:53:00Z,-1.1,12,110,10
BKN,Broken,0.88,2023-02-27T00:53:00Z,-1.1,10,110,10
BKN,Broken,0.88,2023-02-27T01:53:00Z,-1.7,13,120,10
BKN,Broken,0.88,2023-02-27T02:53:00Z,-1.7,12,120,10
BKN,Broken,0.88,2023-02-27T03:53:00Z,-2.2,11,120,10
BKN,Broken,0.88,2023-02-27T04:53:00Z,-1.1,11,110,10
OVC,Overcast,1.00,2023-02-27T06:48:00Z,1,11,90,10
OVC,Overcast,1.00,2023-02-27T06:53:00Z,1.1,11,100,10
OVC,Overcast,1.00,2023-02-27T07:53:00Z,0.6,10,110,10
OVC,Overcast,1.00,2023-02-27T08:53:00Z,1.1,10,100,10
OVC,Overcast,1.00,2023-02-27T09:53:00Z,1.1,11,110,10
OVC,Overcast,1.00,2023-02-27T11:38:00Z,0,9,90,4
OVC,Overcast,1.00,2023-02-27T12:24:00Z,0,7,80,4
OVC,Overcast,1.00,2023-02-27T12:53:00Z,-0.6,7,60,5
OVC,Overcast,1.00,2023-02-27T13:53:00Z,0,8,50,4
OVC,Overcast,1.00,2023-02-27T15:27:00Z,0,8,40,6
OVC,Overcast,1.00,2023-02-27T16:00:00Z,0,6,10,6
OVC,Overcast,1.00,2023-02-27T17:36:00Z,0,6,0,2.5
OVC,Overcast,1.00,2023-02-27T18:34:00Z,0,6,350,2
OVC,Overcast,1.00,2023-02-27T19:08:00Z,0,5,340,2.5
OVC,Overcast,1.00,2023-02-27T20:29:00Z,0.6,6,320,3
OVC,Overcast,1.00,2023-02-27T21:15:00Z,0.6,8,320,7
OVC,Overcast,1.00,2023-02-27T21:53:00Z,0.6,7,310,6
OVC,Overcast,1.00,2023-02-27T23:19:00Z,0.6,9,310,8
OVC,Overcast,1.00,2023-02-28T00:34:00Z,1.1,9,320,10
OVC,Overcast,1.00,2023-02-28T00:53:00Z,1.1,6,320,10
SCT,Scattered,0.50,2023-02-28T02:32:00Z,0.6,9,310,10
SCT,Scattered,0.50,2023-02-28T02:53:00Z,0,7,300,10
FEW,Few Clouds,0.25,2023-02-28T03:53:00Z,-0.6,7,280,8
CLR,Clear,0,2023-02-28T04:53:00Z,-1.1,7,280,9
CLR,Clear,0,2023-02-28T05:53:00Z,-2.2,4,280,10
CLR,Clear,0,2023-02-28T06:53:00Z,-2.8,6,290,10
CLR,Clear,0,2023-02-28T07:53:00Z,-3.3,6,260,9
CLR,Clear,0,2023-02-28T08:53:00Z,-3.9,4,260,10
CLR,Clear,0,2023-02-28T09:53:00Z,-4.4,4,260,8
CLR,Clear,0,2023-02-28T10:53:00Z,-5.6,3,240,9
CLR,Clear,0,2023-02-28T11:53:00Z,-6.1,0,0,10
CLR,Clear,0,2023-02-28T12:53:00Z,-6.7,0,0,10
FEW,Few Clouds,0.25,2023-02-28T13:53:00Z,-5.6,3,240,10
FEW,Few Clouds,0.25,2023-02-28T14:53:00Z,-3.3,0,0,10
FEW,Few Clouds,0.25,2023-02-28T15:53:00Z,-2.2,3,0,10
SCT,Scattered,0.50,2023-02-28T16:53:00Z,-1.1,3,130,10
BKN,Broken,0.88,2023-02-28T17:53:00Z,0.6,4,190,10
BKN,Broken,0.88,2023-02-28T18:53:00Z,2.2,0,0,10
BKN,Broken,0.88,2023-02-28T19:53:00Z,3.3,0,0,10
OVC,Overcast,1.00,2023-02-28T20:53:00Z,3.3,3,150,10
BKN,Broken,0.88,2023-02-28T21:53:00Z,4.4,0,0,10
OVC,Overcast,1.00,2023-02-28T22:53:00Z,3.9,3,0,10
OVC,Overcast,1.00,2023-02-28T23:53:00Z,2.2,5,140,10
OVC,Overcast,1.00,2023-03-01T00:53:00Z,2.2,3,160,10
OVC,Overcast,1.00,2023-03-01T01:53:00Z,1.1,6,130,10
OVC,Overcast,1.00,2023-03-01T02:53:00Z,1.7,5,100,10
OVC,Overcast,1.00,2023-03-01T04:48:00Z,1,9,130,8
OVC,Overcast,1.00,2023-03-01T04:53:00Z,0.6,9,130,9
OVC,Overcast,1.00,2023-03-01T05:53:00Z,0,7,90,4
OVC,Overcast,1.00,2023-03-01T07:30:00Z,0,9,90,9
OVC,Overcast,1.00,2023-03-01T07:53:00Z,0,8,90,10
OVC,Overcast,1.00,2023-03-01T08:53:00Z,0,9,110,10
OVC,Overcast,1.00,2023-03-01T10:18:00Z,0,9,120,10
OVC,Overcast,1.00,2023-03-01T11:25:00Z,0,12,120,10
OVC,Overcast,1.00,2023-03-01T12:33:00Z,0,11,130,2
OVC,Overcast,1.00,2023-03-01T13:33:00Z,0.6,13,130,8
OVC,Overcast,1.00,2023-03-01T13:53:00Z,0.6,10,150,10
OVC,Overcast,1.00,2023-03-01T15:12:00Z,1.7,7,160,9
OVC,Overcast,1.00,2023-03-01T16:15:00Z,2.2,9,160,10
OVC,Overcast,1.00,2023-03-01T16:53:00Z,2.2,5,150,10
OVC,Overcast,1.00,2023-03-01T18:50:00Z,2,7,250,8
OVC,Overcast,1.00,2023-03-01T19:10:00Z,1.7,7,230,9
OVC,Overcast,1.00,2023-03-01T19:53:00Z,1.7,8,240,9
OVC,Overcast,1.00,2023-03-01T21:38:00Z,0.6,12,350,5
OVC,Overcast,1.00,2023-03-01T21:53:00Z,0.6,13,350,6
OVC,Overcast,1.00,2023-03-01T22:53:00Z,-0.6,15,350,10
OVC,Overcast,1.00,2023-03-02T00:11:00Z,-1.7,18,10,10
OVC,Overcast,1.00,2023-03-02T00:53:00Z,-2.2,12,360,10
OVC,Overcast,1.00,2023-03-02T02:33:00Z,-3.3,14,340,10
OVC,Overcast,1.00,2023-03-02T02:53:00Z,-3.9,14,350,10
OVC,Overcast,1.00,2023-03-02T03:53:00Z,-4.4,16,360,10
OVC,Overcast,1.00,2023-03-02T04:53:00Z,-4.4,15,10,10
OVC,Overcast,1.00,2023-03-02T05:53:00Z,-4.4,10,30,10
OVC,Overcast,1.00,2023-03-02T06:53:00Z,-5,9,10,10
OVC,Overcast,1.00,2023-03-02T07:53:00Z,-5.6,8,50,10
OVC,Overcast,1.00,2023-03-02T08:53:00Z,-6.1,5,350,10
SCT,Scattered,0.50,2023-03-02T10:12:00Z,-7.2,6,340,10
BKN,Broken,0.88,2023-03-02T11:51:00Z,-8,6,10,10
OVC,Overcast,1.00,2023-03-02T11:53:00Z,-8.3,7,20,10
OVC,Overcast,1.00,2023-03-02T12:53:00Z,-7.8,7,90,10
OVC,Overcast,1.00,2023-03-02T13:58:00Z,-7.8,6,90,10
OVC,Overcast,1.00,2023-03-02T15:45:00Z,-7.2,0,0,10
OVC,Overcast,1.00,2023-03-02T15:53:00Z,-6.7,4,130,10
OVC,Overcast,1.00,2023-03-02T16:53:00Z,-6.1,4,200,10
OVC,Overcast,1.00,2023-03-02T18:18:00Z,-4.4,6,170,10
BKN,Broken,0.88,2023-03-02T18:53:00Z,-4.4,4,180,10
BKN,Broken,0.88,2023-03-02T20:38:00Z,-2.8,5,140,10
BKN,Broken,0.88,2023-03-02T20:53:00Z,-2.8,7,160,10
BKN,Broken,0.88,2023-03-02T22:51:00Z,-3,8,130,10
BKN,Broken,0.88,2023-03-02T22:53:00Z,-2.8,8,140,10
