Cover_Type,Cover_Long,Max_Coverage_pct,Observed_Date,Temp_Celsius,Wind_Speed,Wind_Direction,Visibility
CLR,Clear,0,2023-01-30T23:53:00Z,-18.9,9,270,10
CLR,Clear,0,2023-01-31T00:53:00Z,-19.4,5,250,10
CLR,Clear,0,2023-01-31T01:53:00Z,-20,4,260,10
CLR,Clear,0,2023-01-31T02:53:00Z,-20.6,4,250,10
CLR,Clear,0,2023-01-31T03:53:00Z,-20.6,5,240,10
CLR,Clear,0,2023-01-31T04:53:00Z,-21.1,4,220,10
CLR,Clear,0,2023-01-31T05:53:00Z,-21.7,4,210,10
CLR,Clear,0,2023-01-31T06:53:00Z,-21.7,6,220,10
CLR,Clear,0,2023-01-31T07:53:00Z,-22.2,3,210,10
CLR,Clear,0,2023-01-31T08:53:00Z,-22.2,3,210,10
CLR,Clear,0,2023-01-31T09:53:00Z,-22.2,4,200,10
CLR,Clear,0,2023-01-31T10:53:00Z,-21.7,4,210,10
CLR,Clear,0,2023-01-31T11:53:00Z,-21.7,7,190,10
CLR,Clear,0,2023-01-31T12:53:00Z,-21.1,7,210,10
FEW,Few Clouds,0.25,2023-01-31T13:53:00Z,-21.1,5,220,10
FEW,Few Clouds,0.25,2023-01-31T14:53:00Z,-20,8,220,10
FEW,Few Clouds,0.25,2023-01-31T15:53:00Z,-18.3,12,220,10
BKN,Broken,0.88,2023-01-31T16:53:00Z,-16.7,7,220,10
BKN,Broken,0.88,2023-01-31T17:53:00Z,-15.6,10,240,10
BKN,Broken,0.88,2023-01-31T18:53:00Z,-15,9,220,10
SCT,Scattered,0.50,2023-01-31T19:53:00Z,-14.4,9,230,10
FEW,Few Clouds,0.25,2023-01-31T20:53:00Z,-13.3,9,230,10
FEW,Few Clouds,0.25,2023-01-31T21:53:00Z,-12.8,10,230,10
FEW,Few Clouds,0.25,2023-01-31T22:53:00Z,-12.2,6,230,10
FEW,Few Clouds,0.25,2023-01-31T23:53:00Z,-12.8,5,200,10
FEW,Few Clouds,0.25,2023-02-01T00:53:00Z,-13.3,4,210,10
SCT,Scattered,0.50,2023-02-01T01:53:00Z,-13.3,5,210,10
OVC,Overcast,1.00,2023-02-01T02:53:00Z,-13.3,8,230,10
OVC,Overcast,1.00,2023-02-01T03:53:00Z,-12.8,12,220,10
BKN,Broken,0.88,2023-02-01T04:53:00Z,-12.8,7,240,10
BKN,Broken,0.88,2023-02-01T05:53:00Z,-12.8,6,230,10
CLR,Clear,0,2023-02-01T06:53:00Z,-13.9,5,240,10
CLR,Clear,0,2023-02-01T07:53:00Z,-15,4,230,10
CLR,Clear,0,2023-02-01T08:53:00Z,-15,4,220,10
CLR,Clear,0,2023-02-01T09:53:00Z,-16.1,3,240,10
CLR,Clear,0,2023-02-01T10:53:00Z,-16.1,3,220,10
CLR,Clear,0,2023-02-01T11:53:00Z,-16.7,0,0,10
CLR,Clear,0,2023-02-01T12:53:00Z,-16.7,4,250,10
CLR,Clear,0,2023-02-01T13:53:00Z,-16.7,5,220,10
CLR,Clear,0,2023-02-01T14:53:00Z,-16.1,0,0,10
FEW,Few Clouds,0.25,2023-02-01T15:53:00Z,-14.4,3,160,10
SCT,Scattered,0.50,2023-02-01T16:53:00Z,-12.2,3,190,10
BKN,Broken,0.88,2023-02-01T17:53:00Z,-10,3,170,10
BKN,Broken,0.88,2023-02-01T18:53:00Z,-8.3,4,200,10
BKN,Broken,0.88,2023-02-01T19:53:00Z,-6.7,5,250,10
FEW,Few Clouds,0.25,2023-02-01T20:53:00Z,-6.7,7,210,10
SCT,Scattered,0.50,2023-02-01T21:53:00Z,-7.2,7,160,10
SCT,Scattered,0.50,2023-02-01T22:53:00Z,-7.2,8,160,10
FEW,Few Clouds,0.25,2023-02-01T23:53:00Z,-7.8,5,190,10
FEW,Few Clouds,0.25,2023-02-02T00:53:00Z,-8.3,8,220,10
FEW,Few Clouds,0.25,2023-02-02T01:53:00Z,-8.9,4,230,10
CLR,Clear,0,2023-02-02T02:53:00Z,-9.4,8,230,10
CLR,Clear,0,2023-02-02T03:53:00Z,-9.4,7,240,10
CLR,Clear,0,2023-02-02T04:53:00Z,-10,6,230,10
CLR,Clear,0,2023-02-02T05:53:00Z,-10.6,5,240,10
CLR,Clear,0,2023-02-02T06:53:00Z,-11.1,6,230,10
SCT,Scattered,0.50,2023-02-02T07:53:00Z,-11.7,0,0,10
SCT,Scattered,0.50,2023-02-02T08:53:00Z,-11.7,6,250,10
SCT,Scattered,0.50,2023-02-02T09:53:00Z,-12.2,5,230,10
FEW,Few Clouds,0.25,2023-02-02T10:53:00Z,-12.8,4,260,10
BKN,Broken,0.88,2023-02-02T11:53:00Z,-12.2,5,270,10
BKN,Broken,0.88,2023-02-02T12:53:00Z,-11.1,4,310,10
OVC,Overcast,1.00,2023-02-02T13:53:00Z,-9.4,13,330,10
BKN,Broken,0.88,2023-02-02T14:53:00Z,-10,19,330,10
FEW,Few Clouds,0.25,2023-02-02T15:53:00Z,-11.1,16,330,10
CLR,Clear,0,2023-02-02T16:53:00Z,-11.1,16,340,10
CLR,Clear,0,2023-02-02T17:53:00Z,-11.1,16,330,10
CLR,Clear,0,2023-02-02T18:53:00Z,-12.2,14,310,10
CLR,Clear,0,2023-02-02T19:53:00Z,-12.2,21,320,10
CLR,Clear,0,2023-02-02T20:53:00Z,-13.3,19,300,10
CLR,Clear,0,2023-02-02T21:53:00Z,-14.4,16,320,10
CLR,Clear,0,2023-02-02T22:53:00Z,-15.6,14,330,10
CLR,Clear,0,2023-02-02T23:53:00Z,-16.7,15,310,10
CLR,Clear,0,2023-02-03T00:53:00Z,-17.8,13,310,10
CLR,Clear,0,2023-02-03T01:53:00Z,-18.3,13,310,10
CLR,Clear,0,2023-02-03T02:53:00Z,-20,12,310,10
CLR,Clear,0,2023-02-03T03:53:00Z,-21.1,13,320,10
CLR,Clear,0,2023-02-03T04:53:00Z,-22.2,12,320,10
CLR,Clear,0,2023-02-03T05:53:00Z,-22.8,11,320,10
CLR,Clear,0,2023-02-03T06:53:00Z,-23.3,7,330,10
CLR,Clear,0,2023-02-03T07:53:00Z,-23.3,9,330,10
CLR,Clear,0,2023-02-03T08:53:00Z,-23.9,4,340,10
CLR,Clear,0,2023-02-03T09:53:00Z,-24.4,5,330,10
BKN,Broken,0.88,2023-02-03T10:53:00Z,-24.4,7,320,10
SCT,Scattered,0.50,2023-02-03T11:53:00Z,-23.9,5,310,10
BKN,Broken,0.88,2023-02-03T12:53:00Z,-24.4,3,0,10
OVC,Overcast,1.00,2023-02-03T13:53:00Z,-23.9,3,40,10
OVC,Overcast,1.00,2023-02-03T14:53:00Z,-23.3,4,90,10
OVC,Overcast,1.00,2023-02-03T15:53:00Z,-22.8,4,120,10
OVC,Overcast,1.00,2023-02-03T16:53:00Z,-21.7,5,140,10
OVC,Overcast,1.00,2023-02-03T17:53:00Z,-20.6,6,170,10
OVC,Overcast,1.00,2023-02-03T18:53:00Z,-20,5,140,10
OVC,Overcast,1.00,2023-02-03T19:53:00Z,-18.9,9,170,10
OVC,Overcast,1.00,2023-02-03T20:53:00Z,-18.3,10,150,10
OVC,Overcast,1.00,2023-02-03T21:53:00Z,-17.8,10,160,10
OVC,Overcast,1.00,2023-02-03T22:53:00Z,-17.2,12,150,10
OVC,Overcast,1.00,2023-02-03T23:53:00Z,-16.7,9,150,10
OVC,Overcast,1.00,2023-02-04T00:53:00Z,-16.1,11,170,10
SCT,Scattered,0.50,2023-02-04T01:53:00Z,-16.1,9,170,10
SCT,Scattered,0.50,2023-02-04T02:53:00Z,-16.1,10,170,10
SCT,Scattered,0.50,2023-02-04T03:53:00Z,-16.1,10,170,10
FEW,Few Clouds,0.25,2023-02-04T04:53:00Z,-16.7,8,150,10
FEW,Few Clouds,0.25,2023-02-04T05:53:00Z,-16.7,8,150,10
FEW,Few Clouds,0.25,2023-02-04T06:53:00Z,-15.6,8,160,10
CLR,Clear,0,2023-02-04T07:53:00Z,-15,8,160,10
CLR,Clear,0,2023-02-04T08:53:00Z,-15.6,6,150,10
CLR,Clear,0,2023-02-04T09:53:00Z,-15,6,130,10
CLR,Clear,0,2023-02-04T10:53:00Z,-15.6,5,140,10
CLR,Clear,0,2023-02-04T11:53:00Z,-14.4,6,150,10
FEW,Few Clouds,0.25,2023-02-04T12:53:00Z,-13.3,5,120,10
BKN,Broken,0.88,2023-02-04T13:53:00Z,-13.3,4,170,10
BKN,Broken,0.88,2023-02-04T14:53:00Z,-12.2,4,150,10
BKN,Broken,0.88,2023-02-04T15:53:00Z,-10,5,160,10
OVC,Overcast,1.00,2023-02-04T16:53:00Z,-7.8,4,150,10
OVC,Overcast,1.00,2023-02-04T17:53:00Z,-7.2,3,130,10
BKN,Broken,0.88,2023-02-04T18:53:00Z,-5.6,4,160,10
BKN,Broken,0.88,2023-02-04T19:53:00Z,-4.4,6,120,10
BKN,Broken,0.88,2023-02-04T20:53:00Z,-2.8,8,160,10
OVC,Overcast,1.00,2023-02-04T21:53:00Z,-2.8,7,180,10
BKN,Broken,0.88,2023-02-04T22:53:00Z,-2.8,3,140,10
BKN,Broken,0.88,2023-02-04T23:53:00Z,-3.3,0,0,10
BKN,Broken,0.88,2023-02-05T00:53:00Z,-3.3,3,180,10
SCT,Scattered,0.50,2023-02-05T01:53:00Z,-5,0,0,10
FEW,Few Clouds,0.25,2023-02-05T02:53:00Z,-4.4,4,240,10
FEW,Few Clouds,0.25,2023-02-05T03:53:00Z,-4.4,5,230,10
CLR,Clear,0,2023-02-05T04:53:00Z,-4.4,3,230,9
CLR,Clear,0,2023-02-05T05:53:00Z,-6.7,3,250,7
CLR,Clear,0,2023-02-05T06:53:00Z,-5.6,4,270,7
CLR,Clear,0,2023-02-05T07:53:00Z,-7.2,0,0,7
CLR,Clear,0,2023-02-05T08:53:00Z,-7.8,3,250,7
CLR,Clear,0,2023-02-05T09:53:00Z,-7.2,4,290,7
CLR,Clear,0,2023-02-05T10:53:00Z,-7.8,6,320,7
OVC,Overcast,1.00,2023-02-05T11:53:00Z,-6.1,6,330,10
OVC,Overcast,1.00,2023-02-05T12:53:00Z,-5.6,6,0,10
BKN,Broken,0.88,2023-02-05T13:53:00Z,-6.1,7,330,10
SCT,Scattered,0.50,2023-02-05T14:53:00Z,-5.6,7,330,10
SCT,Scattered,0.50,2023-02-05T15:53:00Z,-4.4,10,330,10
BKN,Broken,0.88,2023-02-05T16:53:00Z,-3.3,6,360,10
SCT,Scattered,0.50,2023-02-05T17:53:00Z,-2.2,6,360,10
FEW,Few Clouds,0.25,2023-02-05T18:53:00Z,-1.7,5,350,10
CLR,Clear,0,2023-02-05T19:53:00Z,-1.1,5,320,10
CLR,Clear,0,2023-02-05T20:53:00Z,-0.6,5,0,10
CLR,Clear,0,2023-02-05T21:53:00Z,-1.1,5,320,10
CLR,Clear,0,2023-02-05T22:53:00Z,-1.1,0,0,10
CLR,Clear,0,2023-02-05T23:53:00Z,-2.8,6,250,10
CLR,Clear,0,2023-02-06T00:53:00Z,-3.9,4,270,10
CLR,Clear,0,2023-02-06T01:53:00Z,-4.4,4,0,10
CLR,Clear,0,2023-02-06T02:53:00Z,-5.6,5,240,10
CLR,Clear,0,2023-02-06T03:53:00Z,-6.7,0,0,9
CLR,Clear,0,2023-02-06T04:53:00Z,-6.7,0,0,8
CLR,Clear,0,2023-02-06T05:53:00Z,-8.3,4,110,7
CLR,Clear,0,2023-02-06T06:53:00Z,-8.3,5,120,7
SCT,Scattered,0.50,2023-02-06T07:53:00Z,-8.9,4,150,7
CLR,Clear,0,2023-02-06T08:53:00Z,-9.4,0,0,7
FEW,Few Clouds,0.25,2023-02-06T09:53:00Z,-9.4,7,120,7
SCT,Scattered,0.50,2023-02-06T10:53:00Z,-7.8,10,140,8
SCT,Scattered,0.50,2023-02-06T11:53:00Z,-8.3,8,140,8
SCT,Scattered,0.50,2023-02-06T12:53:00Z,-8.9,9,130,8
BKN,Broken,0.88,2023-02-06T13:53:00Z,-7.8,7,120,8
BKN,Broken,0.88,2023-02-06T14:53:00Z,-6.1,8,140,8
BKN,Broken,0.88,2023-02-06T15:53:00Z,-3.9,10,140,10
BKN,Broken,0.88,2023-02-06T16:53:00Z,-1.7,13,150,10
SCT,Scattered,0.50,2023-02-06T18:36:00Z,1.7,13,130,10
BKN,Broken,0.88,2023-02-06T18:53:00Z,1.1,11,130,10
OVC,Overcast,1.00,2023-02-06T20:28:00Z,1.7,14,110,10
OVC,Overcast,1.00,2023-02-06T20:53:00Z,1.7,13,110,9
OVC,Overcast,1.00,2023-02-06T22:16:00Z,1.7,10,140,9
OVC,Overcast,1.00,2023-02-06T23:46:00Z,1.7,7,140,5
OVC,Overcast,1.00,2023-02-07T00:32:00Z,1.1,6,130,2.5
OVC,Overcast,1.00,2023-02-07T01:33:00Z,1.1,5,140,3
OVC,Overcast,1.00,2023-02-07T01:57:00Z,1.1,6,150,4
OVC,Overcast,1.00,2023-02-07T03:44:00Z,1.7,6,250,6
OVC,Overcast,1.00,2023-02-07T03:53:00Z,1.7,5,250,6
OVC,Overcast,1.00,2023-02-07T04:53:00Z,1.1,10,280,6
OVC,Overcast,1.00,2023-02-07T06:20:00Z,1.1,10,290,7
OVC,Overcast,1.00,2023-02-07T07:40:00Z,1.1,10,290,10
OVC,Overcast,1.00,2023-02-07T07:53:00Z,1.1,10,290,10
OVC,Overcast,1.00,2023-02-07T08:53:00Z,1.1,14,300,9
OVC,Overcast,1.00,2023-02-07T09:53:00Z,1.1,14,320,10
OVC,Overcast,1.00,2023-02-07T10:53:00Z,1.1,10,290,10
BKN,Broken,0.88,2023-02-07T12:22:00Z,0.6,14,280,10
BKN,Broken,0.88,2023-02-07T12:53:00Z,0,11,300,10
SCT,Scattered,0.50,2023-02-07T14:51:00Z,-2,11,280,10
SCT,Scattered,0.50,2023-02-07T15:00:00Z,-1.7,13,280,10
FEW,Few Clouds,0.25,2023-02-07T15:53:00Z,-1.7,11,290,10
CLR,Clear,0,2023-02-07T16:53:00Z,-0.6,11,270,10
CLR,Clear,0,2023-02-07T17:53:00Z,0.6,11,290,10
CLR,Clear,0,2023-02-07T18:53:00Z,1.1,9,280,10
FEW,Few Clouds,0.25,2023-02-07T19:53:00Z,1.7,9,260,10
FEW,Few Clouds,0.25,2023-02-07T20:53:00Z,1.7,11,280,10
FEW,Few Clouds,0.25,2023-02-07T21:53:00Z,1.7,7,260,10
FEW,Few Clouds,0.25,2023-02-07T22:53:00Z,0.6,8,230,10
FEW,Few Clouds,0.25,2023-02-07T23:53:00Z,0,5,230,10
FEW,Few Clouds,0.25,2023-02-08T00:53:00Z,-0.6,3,250,10
FEW,Few Clouds,0.25,2023-02-08T01:53:00Z,-1.1,0,0,10
CLR,Clear,0,2023-02-08T02:53:00Z,-1.1,5,200,10
FEW,Few Clouds,0.25,2023-02-08T03:53:00Z,-1.1,5,210,10
FEW,Few Clouds,0.25,2023-02-08T04:53:00Z,-2.2,3,180,10
CLR,Clear,0,2023-02-08T05:53:00Z,-1.7,4,220,10
CLR,Clear,0,2023-02-08T06:53:00Z,-1.7,0,0,10
CLR,Clear,0,2023-02-08T07:53:00Z,-2.8,4,190,10
CLR,Clear,0,2023-02-08T08:53:00Z,-2.8,4,190,10
CLR,Clear,0,2023-02-08T09:53:00Z,-2.8,6,190,10
CLR,Clear,0,2023-02-08T10:53:00Z,-2.8,5,190,10
CLR,Clear,0,2023-02-08T11:53:00Z,-4.4,3,130,10
CLR,Clear,0,2023-02-08T12:53:00Z,-5.6,4,140,10
CLR,Clear,0,2023-02-08T13:53:00Z,-5.6,4,130,10
CLR,Clear,0,2023-02-08T14:53:00Z,-3.9,5,140,10
CLR,Clear,0,2023-02-08T15:53:00Z,0,0,0,10
CLR,Clear,0,2023-02-08T16:53:00Z,1.7,4,140,10
CLR,Clear,0,2023-02-08T17:53:00Z,3.9,4,0,10
CLR,Clear,0,2023-02-08T18:53:00Z,4.4,6,160,10
CLR,Clear,0,2023-02-08T19:53:00Z,6.1,7,180,10
FEW,Few Clouds,0.25,2023-02-08T20:53:00Z,7.2,8,200,10
FEW,Few Clouds,0.25,2023-02-08T21:53:00Z,6.7,7,200,10
FEW,Few Clouds,0.25,2023-02-08T22:53:00Z,6.1,10,180,10
FEW,Few Clouds,0.25,2023-02-08T23:53:00Z,3.3,10,170,10
FEW,Few Clouds,0.25,2023-02-09T00:53:00Z,2.8,3,120,10
FEW,Few Clouds,0.25,2023-02-09T01:53:00Z,1.1,8,150,10
CLR,Clear,0,2023-02-09T02:53:00Z,0,8,150,10
FEW,Few Clouds,0.25,2023-02-09T03:53:00Z,-0.6,4,140,10
FEW,Few Clouds,0.25,2023-02-09T04:53:00Z,-0.6,5,150,10
FEW,Few Clouds,0.25,2023-02-09T05:53:00Z,-1.1,8,130,10
FEW,Few Clouds,0.25,2023-02-09T06:53:00Z,-1.7,5,150,10
SCT,Scattered,0.50,2023-02-09T07:53:00Z,-1.7,0,0,10
BKN,Broken,0.88,2023-02-09T08:53:00Z,-2.8,0,0,10
BKN,Broken,0.88,2023-02-09T09:53:00Z,-2.8,3,70,10
BKN,Broken,0.88,2023-02-09T10:53:00Z,-2.8,3,0,10
OVC,Overcast,1.00,2023-02-09T11:53:00Z,-1.7,0,0,10
OVC,Overcast,1.00,2023-02-09T12:53:00Z,-1.7,6,330,10
BKN,Broken,0.88,2023-02-09T13:53:00Z,-1.1,5,360,7
OVC,Overcast,1.00,2023-02-09T15:37:00Z,-2.2,9,350,5
OVC,Overcast,1.00,2023-02-09T15:53:00Z,-2.2,13,360,4
OVC,Overcast,1.00,2023-02-09T17:50:00Z,-1,9,330,6
OVC,Overcast,1.00,2023-02-09T18:20:00Z,0.6,10,340,8
OVC,Overcast,1.00,2023-02-09T18:53:00Z,2.2,8,330,10
OVC,Overcast,1.00,2023-02-09T20:02:00Z,2.8,17,340,10
OVC,Overcast,1.00,2023-02-09T21:49:00Z,3,17,340,10
OVC,Overcast,1.00,2023-02-09T21:53:00Z,2.8,19,340,10
OVC,Overcast,1.00,2023-02-09T22:53:00Z,2.2,15,340,10
BKN,Broken,0.88,2023-02-09T23:53:00Z,1.7,11,330,10
BKN,Broken,0.88,2023-02-10T00:53:00Z,0.6,17,330,10
BKN,Broken,0.88,2023-02-10T01:53:00Z,-1.7,14,330,10
BKN,Broken,0.88,2023-02-10T02:53:00Z,-2.8,17,330,10
BKN,Broken,0.88,2023-02-10T03:53:00Z,-4.4,14,330,10
SCT,Scattered,0.50,2023-02-10T04:53:00Z,-6.1,12,330,10
SCT,Scattered,0.50,2023-02-10T05:53:00Z,-7.2,15,330,10
FEW,Few Clouds,0.25,2023-02-10T06:53:00Z,-8.3,14,330,10
CLR,Clear,0,2023-02-10T07:53:00Z,-9.4,11,320,10
CLR,Clear,0,2023-02-10T08:53:00Z,-10,9,320,10
CLR,Clear,0,2023-02-10T09:53:00Z,-11.1,9,320,10
CLR,Clear,0,2023-02-10T10:53:00Z,-12.2,8,310,10
FEW,Few Clouds,0.25,2023-02-10T11:53:00Z,-12.2,9,320,10
CLR,Clear,0,2023-02-10T12:53:00Z,-12.8,9,310,10
FEW,Few Clouds,0.25,2023-02-10T13:53:00Z,-12.8,5,300,10
FEW,Few Clouds,0.25,2023-02-10T14:53:00Z,-10.6,0,0,10
CLR,Clear,0,2023-02-10T15:53:00Z,-8.9,0,0,10
CLR,Clear,0,2023-02-10T16:53:00Z,-7.8,3,180,10
CLR,Clear,0,2023-02-10T17:53:00Z,-6.7,4,190,10
CLR,Clear,0,2023-02-10T18:53:00Z,-4.4,6,250,10
CLR,Clear,0,2023-02-10T19:53:00Z,-3.3,6,220,10
CLR,Clear,0,2023-02-10T20:53:00Z,-2.2,9,230,10
CLR,Clear,0,2023-02-10T21:53:00Z,-1.7,8,250,10
FEW,Few Clouds,0.25,2023-02-10T22:53:00Z,-2.2,8,220,10
FEW,Few Clouds,0.25,2023-02-10T23:53:00Z,-2.8,6,190,10
CLR,Clear,0,2023-02-11T00:53:00Z,-3.3,6,180,10
CLR,Clear,0,2023-02-11T01:53:00Z,-4.4,6,170,10
CLR,Clear,0,2023-02-11T02:53:00Z,-5.6,4,160,10
CLR,Clear,0,2023-02-11T03:53:00Z,-3.3,7,200,10
CLR,Clear,0,2023-02-11T04:53:00Z,-3.3,8,200,10
CLR,Clear,0,2023-02-11T05:53:00Z,-2.2,8,200,10
CLR,Clear,0,2023-02-11T06:53:00Z,-1.7,7,220,10
CLR,Clear,0,2023-02-11T07:53:00Z,-1.1,12,220,10
CLR,Clear,0,2023-02-11T08:53:00Z,-1.1,12,220,10
CLR,Clear,0,2023-02-11T09:53:00Z,-1.7,10,220,10
CLR,Clear,0,2023-02-11T10:53:00Z,-1.7,10,220,10
CLR,Clear,0,2023-02-11T11:53:00Z,-2.2,10,220,10
CLR,Clear,0,2023-02-11T12:53:00Z,-2.2,9,220,10
FEW,Few Clouds,0.25,2023-02-11T13:53:00Z,-1.7,11,230,10
FEW,Few Clouds,0.25,2023-02-11T14:53:00Z,-1.1,11,230,10
FEW,Few Clouds,0.25,2023-02-11T15:53:00Z,0,11,240,10
FEW,Few Clouds,0.25,2023-02-11T16:53:00Z,0.6,11,230,10
FEW,Few Clouds,0.25,2023-02-11T17:53:00Z,1.7,8,240,10
FEW,Few Clouds,0.25,2023-02-11T18:53:00Z,2.8,8,210,10
FEW,Few Clouds,0.25,2023-02-11T19:53:00Z,3.3,9,210,10
FEW,Few Clouds,0.25,2023-02-11T20:53:00Z,3.3,7,210,10
FEW,Few Clouds,0.25,2023-02-11T21:53:00Z,3.9,8,210,10
FEW,Few Clouds,0.25,2023-02-11T22:53:00Z,3.3,6,240,10
SCT,Scattered,0.50,2023-02-11T23:53:00Z,2.8,5,220,10
FEW,Few Clouds,0.25,2023-02-12T00:53:00Z,1.7,6,190,10
FEW,Few Clouds,0.25,2023-02-12T01:53:00Z,0.6,4,190,10
CLR,Clear,0,2023-02-12T02:53:00Z,0.6,3,200,10
CLR,Clear,0,2023-02-12T03:53:00Z,0,0,0,10
CLR,Clear,0,2023-02-12T04:53:00Z,-0.6,4,200,10
CLR,Clear,0,2023-02-12T05:53:00Z,-0.6,5,190,10
CLR,Clear,0,2023-02-12T06:53:00Z,-2.8,5,140,10
CLR,Clear,0,2023-02-12T07:53:00Z,-2.8,0,0,10
CLR,Clear,0,2023-02-12T08:53:00Z,-3.3,3,130,10
CLR,Clear,0,2023-02-12T09:53:00Z,-5.6,0,0,10
CLR,Clear,0,2023-02-12T10:53:00Z,-4.4,0,0,10
CLR,Clear,0,2023-02-12T11:53:00Z,-5.6,3,170,9
CLR,Clear,0,2023-02-12T12:53:00Z,-6.1,0,0,9
CLR,Clear,0,2023-02-12T13:53:00Z,-5,0,0,7
FEW,Few Clouds,0.25,2023-02-12T14:53:00Z,-3.9,5,340,9
FEW,Few Clouds,0.25,2023-02-12T15:53:00Z,-1.7,0,0,10
BKN,Broken,0.88,2023-02-12T16:53:00Z,1.7,3,0,10
BKN,Broken,0.88,2023-02-12T17:53:00Z,2.2,0,0,10
BKN,Broken,0.88,2023-02-12T18:53:00Z,2.8,0,0,10
BKN,Broken,0.88,2023-02-12T19:53:00Z,4.4,5,180,10
BKN,Broken,0.88,2023-02-12T20:53:00Z,5.6,5,250,10
SCT,Scattered,0.50,2023-02-12T21:53:00Z,6.1,6,240,10
FEW,Few Clouds,0.25,2023-02-12T22:53:00Z,4.4,7,220,10
CLR,Clear,0,2023-02-12T23:53:00Z,2.8,9,250,10
CLR,Clear,0,2023-02-13T00:53:00Z,1.1,7,230,10
CLR,Clear,0,2023-02-13T01:53:00Z,0,6,230,10
CLR,Clear,0,2023-02-13T02:53:00Z,-0.6,7,250,10
CLR,Clear,0,2023-02-13T03:53:00Z,-1.1,7,250,10
CLR,Clear,0,2023-02-13T04:53:00Z,-1.1,6,260,10
CLR,Clear,0,2023-02-13T05:53:00Z,-1.7,5,250,10
CLR,Clear,0,2023-02-13T06:53:00Z,-0.6,9,280,10
CLR,Clear,0,2023-02-13T07:53:00Z,-1.1,8,290,10
CLR,Clear,0,2023-02-13T08:53:00Z,-1.7,6,270,10
CLR,Clear,0,2023-02-13T09:53:00Z,-2.2,6,270,10
CLR,Clear,0,2023-02-13T10:53:00Z,-3.3,3,280,10
CLR,Clear,0,2023-02-13T11:53:00Z,-3.3,4,230,10
FEW,Few Clouds,0.25,2023-02-13T12:53:00Z,-4.4,6,220,10
FEW,Few Clouds,0.25,2023-02-13T13:53:00Z,-4.4,6,230,10
FEW,Few Clouds,0.25,2023-02-13T14:53:00Z,-3.3,0,0,10
CLR,Clear,0,2023-02-13T15:53:00Z,-1.7,5,180,10
CLR,Clear,0,2023-02-13T16:53:00Z,0,6,210,10
CLR,Clear,0,2023-02-13T17:53:00Z,2.2,7,220,10
FEW,Few Clouds,0.25,2023-02-13T18:53:00Z,3.3,7,200,10
FEW,Few Clouds,0.25,2023-02-13T19:53:00Z,5,6,190,10
FEW,Few Clouds,0.25,2023-02-13T20:53:00Z,5,8,160,10
FEW,Few Clouds,0.25,2023-02-13T21:53:00Z,4.4,10,170,10
FEW,Few Clouds,0.25,2023-02-13T22:53:00Z,3.9,8,150,10
FEW,Few Clouds,0.25,2023-02-13T23:53:00Z,2.8,8,150,10
CLR,Clear,0,2023-02-14T00:53:00Z,3.3,9,170,10
CLR,Clear,0,2023-02-14T01:53:00Z,2.8,9,160,10
CLR,Clear,0,2023-02-14T02:53:00Z,2.2,6,160,10
CLR,Clear,0,2023-02-14T03:53:00Z,1.1,7,150,10
CLR,Clear,0,2023-02-14T04:53:00Z,1.1,8,150,10
CLR,Clear,0,2023-02-14T05:53:00Z,5.6,10,200,10
CLR,Clear,0,2023-02-14T06:53:00Z,5.6,7,190,10
CLR,Clear,0,2023-02-14T07:53:00Z,4.4,8,180,10
CLR,Clear,0,2023-02-14T08:53:00Z,2.2,9,160,10
FEW,Few Clouds,0.25,2023-02-14T09:53:00Z,2.8,8,130,10
BKN,Broken,0.88,2023-02-14T10:53:00Z,3.9,11,170,10
OVC,Overcast,1.00,2023-02-14T11:53:00Z,5,7,170,10
OVC,Overcast,1.00,2023-02-14T12:53:00Z,4.4,6,150,10
OVC,Overcast,1.00,2023-02-14T13:53:00Z,3.3,7,120,10
OVC,Overcast,1.00,2023-02-14T14:53:00Z,3.3,7,150,10
OVC,Overcast,1.00,2023-02-14T15:53:00Z,3.9,9,150,10
OVC,Overcast,1.00,2023-02-14T17:46:00Z,3.3,12,140,8
OVC,Overcast,1.00,2023-02-14T18:40:00Z,2.8,13,130,6
OVC,Overcast,1.00,2023-02-14T19:03:00Z,2.8,12,130,5
OVC,Overcast,1.00,2023-02-14T20:27:00Z,2.8,14,130,4
OVC,Overcast,1.00,2023-02-14T20:53:00Z,2.8,16,110,5
OVC,Overcast,1.00,2023-02-14T21:53:00Z,3.3,12,110,4
OVC,Overcast,1.00,2023-02-14T23:21:00Z,3.3,12,120,4
OVC,Overcast,1.00,2023-02-15T00:31:00Z,3.3,10,110,7
OVC,Overcast,1.00,2023-02-15T01:10:00Z,3.9,10,110,6
OVC,Overcast,1.00,2023-02-15T01:53:00Z,3.9,9,120,6
OVC,Overcast,1.00,2023-02-15T03:29:00Z,3.9,5,150,4
OVC,Overcast,1.00,2023-02-15T03:53:00Z,3.9,6,170,3
OVC,Overcast,1.00,2023-02-15T05:11:00Z,3.9,6,230,3
OVC,Overcast,1.00,2023-02-15T05:53:00Z,3.3,7,240,3
OVC,Overcast,1.00,2023-02-15T07:49:00Z,2,9,270,3
OVC,Overcast,1.00,2023-02-15T07:53:00Z,2.2,9,270,3
OVC,Overcast,1.00,2023-02-15T08:53:00Z,2.2,10,280,9
