data_s,id_s,site_name,observation_Time,temp_celsius,dewpoint_celsius,wind_speed,wind_direction,cover,metar_text
METAR,KMSP,Minneapolis-St Paul,2023-04-14T10:53:00Z,17.2,5.6,10,180,FEW,KMSP 141053Z 18010KT 10SM FEW250 17/06 A2961 RMK AO2 SLP022 T01720056 $
