data,id,site,prior,obsTime,temp,dewp,wspd,wdir,cover,cldCvg1,cldBas1,visib,fltcat,altim,slp,rawOb
METAR,KMSP,Minneapolis-St Paul,1,2023-04-14T10:53:00Z,17.2,5.6,10,180,FEW,FEW,250,10.00,VFR,1002.8,1002.2,KMSP 141053Z 18010KT 10SM FEW250 17/06 A2961 RMK AO2 SLP022 T01720056 $
