Cover_Type,Cover_Long,Max_Coverage_pct,Temp_Celsius,Wind_Speed,Wind_Direction,Visibility,Date
CLR,Clear,0,-23.3,9,330,10,2023-02-03
CLR,Clear,0,-23.9,4,340,10,2023-02-03
CLR,Clear,0,-24.4,5,330,10,2023-02-03
BKN,Broken,0.88,-24.4,7,320,10,2023-02-03
SCT,Scattered,0.50,-23.9,5,310,10,2023-02-03
BKN,Broken,0.88,-24.4,3,0,10,2023-02-03
OVC,Overcast,1.00,-23.9,3,40,10,2023-02-03
OVC,Overcast,1.00,-23.3,4,90,10,2023-02-03
OVC,Overcast,1.00,-22.8,4,120,10,2023-02-03
OVC,Overcast,1.00,-21.7,5,140,10,2023-02-03
OVC,Overcast,1.00,-20.6,6,170,10,2023-02-03
OVC,Overcast,1.00,-20,5,140,10,2023-02-03
OVC,Overcast,1.00,-18.9,9,170,10,2023-02-03
OVC,Overcast,1.00,-18.3,10,150,10,2023-02-03
OVC,Overcast,1.00,-17.8,10,160,10,2023-02-03
OVC,Overcast,1.00,-17.2,12,150,10,2023-02-03
OVC,Overcast,1.00,-16.7,9,150,10,2023-02-03
OVC,Overcast,1.00,-16.1,11,170,10,2023-02-04
SCT,Scattered,0.50,-16.1,9,170,10,2023-02-04
SCT,Scattered,0.50,-16.1,10,170,10,2023-02-04
SCT,Scattered,0.50,-16.1,10,170,10,2023-02-04
FEW,Few Clouds,0.25,-16.7,8,150,10,2023-02-04
FEW,Few Clouds,0.25,-16.7,8,150,10,2023-02-04
FEW,Few Clouds,0.25,-15.6,8,160,10,2023-02-04
CLR,Clear,0,-15,8,160,10,2023-02-04
CLR,Clear,0,-15.6,6,150,10,2023-02-04
CLR,Clear,0,-15,6,130,10,2023-02-04
CLR,Clear,0,-15.6,5,140,10,2023-02-04
CLR,Clear,0,-14.4,6,150,10,2023-02-04
FEW,Few Clouds,0.25,-13.3,5,120,10,2023-02-04
BKN,Broken,0.88,-13.3,4,170,10,2023-02-04
BKN,Broken,0.88,-12.2,4,150,10,2023-02-04
BKN,Broken,0.88,-10,5,160,10,2023-02-04
OVC,Overcast,1.00,-7.8,4,150,10,2023-02-04
OVC,Overcast,1.00,-7.2,3,130,10,2023-02-04
BKN,Broken,0.88,-5.6,4,160,10,2023-02-04
BKN,Broken,0.88,-4.4,6,120,10,2023-02-04
BKN,Broken,0.88,-2.8,8,160,10,2023-02-04
OVC,Overcast,1.00,-2.8,7,180,10,2023-02-04
BKN,Broken,0.88,-2.8,3,140,10,2023-02-04
BKN,Broken,0.88,-3.3,0,0,10,2023-02-04
BKN,Broken,0.88,-3.3,3,180,10,2023-02-05
SCT,Scattered,0.50,-5,0,0,10,2023-02-05
FEW,Few Clouds,0.25,-4.4,4,240,10,2023-02-05
FEW,Few Clouds,0.25,-4.4,5,230,10,2023-02-05
CLR,Clear,0,-4.4,3,230,9,2023-02-05
CLR,Clear,0,-6.7,3,250,7,2023-02-05
CLR,Clear,0,-5.6,4,270,7,2023-02-05
CLR,Clear,0,-7.2,0,0,7,2023-02-05
CLR,Clear,0,-7.8,3,250,7,2023-02-05
CLR,Clear,0,-7.2,4,290,7,2023-02-05
CLR,Clear,0,-7.8,6,320,7,2023-02-05
OVC,Overcast,1.00,-6.1,6,330,10,2023-02-05
OVC,Overcast,1.00,-5.6,6,0,10,2023-02-05
BKN,Broken,0.88,-6.1,7,330,10,2023-02-05
SCT,Scattered,0.50,-5.6,7,330,10,2023-02-05
SCT,Scattered,0.50,-4.4,10,330,10,2023-02-05
BKN,Broken,0.88,-3.3,6,360,10,2023-02-05
SCT,Scattered,0.50,-2.2,6,360,10,2023-02-05
FEW,Few Clouds,0.25,-1.7,5,350,10,2023-02-05
CLR,Clear,0,-1.1,5,320,10,2023-02-05
CLR,Clear,0,-0.6,5,0,10,2023-02-05
CLR,Clear,0,-1.1,5,320,10,2023-02-05
CLR,Clear,0,-1.1,0,0,10,2023-02-05
CLR,Clear,0,-2.8,6,250,10,2023-02-05
CLR,Clear,0,-3.9,4,270,10,2023-02-06
CLR,Clear,0,-4.4,4,0,10,2023-02-06
CLR,Clear,0,-5.6,5,240,10,2023-02-06
CLR,Clear,0,-6.7,0,0,9,2023-02-06
CLR,Clear,0,-6.7,0,0,8,2023-02-06
CLR,Clear,0,-8.3,4,110,7,2023-02-06
CLR,Clear,0,-8.3,5,120,7,2023-02-06
SCT,Scattered,0.50,-8.9,4,150,7,2023-02-06
CLR,Clear,0,-9.4,0,0,7,2023-02-06
FEW,Few Clouds,0.25,-9.4,7,120,7,2023-02-06
SCT,Scattered,0.50,-7.8,10,140,8,2023-02-06
SCT,Scattered,0.50,-8.3,8,140,8,2023-02-06
SCT,Scattered,0.50,-8.9,9,130,8,2023-02-06
BKN,Broken,0.88,-7.8,7,120,8,2023-02-06
BKN,Broken,0.88,-6.1,8,140,8,2023-02-06
BKN,Broken,0.88,-3.9,10,140,10,2023-02-06
BKN,Broken,0.88,-1.7,13,150,10,2023-02-06
SCT,Scattered,0.50,1.7,13,130,10,2023-02-06
BKN,Broken,0.88,1.1,11,130,10,2023-02-06
OVC,Overcast,1.00,1.7,14,110,10,2023-02-06
OVC,Overcast,1.00,1.7,13,110,9,2023-02-06
OVC,Overcast,1.00,1.7,10,140,9,2023-02-06
OVC,Overcast,1.00,1.7,7,140,5,2023-02-06
OVC,Overcast,1.00,1.1,6,130,2.5,2023-02-07
OVC,Overcast,1.00,1.1,5,140,3,2023-02-07
OVC,Overcast,1.00,1.1,6,150,4,2023-02-07
OVC,Overcast,1.00,1.7,6,250,6,2023-02-07
OVC,Overcast,1.00,1.7,5,250,6,2023-02-07
OVC,Overcast,1.00,1.1,10,280,6,2023-02-07
OVC,Overcast,1.00,1.1,10,290,7,2023-02-07
OVC,Overcast,1.00,1.1,10,290,10,2023-02-07
OVC,Overcast,1.00,1.1,10,290,10,2023-02-07
OVC,Overcast,1.00,1.1,14,300,9,2023-02-07
OVC,Overcast,1.00,1.1,14,320,10,2023-02-07
OVC,Overcast,1.00,1.1,10,290,10,2023-02-07
BKN,Broken,0.88,0.6,14,280,10,2023-02-07
BKN,Broken,0.88,0,11,300,10,2023-02-07
SCT,Scattered,0.50,-2,11,280,10,2023-02-07
SCT,Scattered,0.50,-1.7,13,280,10,2023-02-07
FEW,Few Clouds,0.25,-1.7,11,290,10,2023-02-07
CLR,Clear,0,-0.6,11,270,10,2023-02-07
CLR,Clear,0,0.6,11,290,10,2023-02-07
CLR,Clear,0,1.1,9,280,10,2023-02-07
FEW,Few Clouds,0.25,1.7,9,260,10,2023-02-07
FEW,Few Clouds,0.25,1.7,11,280,10,2023-02-07
FEW,Few Clouds,0.25,1.7,7,260,10,2023-02-07
FEW,Few Clouds,0.25,0.6,8,230,10,2023-02-07
FEW,Few Clouds,0.25,0,5,230,10,2023-02-07
FEW,Few Clouds,0.25,-0.6,3,250,10,2023-02-08
FEW,Few Clouds,0.25,-1.1,0,0,10,2023-02-08
CLR,Clear,0,-1.1,5,200,10,2023-02-08
FEW,Few Clouds,0.25,-1.1,5,210,10,2023-02-08
FEW,Few Clouds,0.25,-2.2,3,180,10,2023-02-08
CLR,Clear,0,-1.7,4,220,10,2023-02-08
CLR,Clear,0,-1.7,0,0,10,2023-02-08
CLR,Clear,0,-2.8,4,190,10,2023-02-08
CLR,Clear,0,-2.8,4,190,10,2023-02-08
CLR,Clear,0,-2.8,6,190,10,2023-02-08
CLR,Clear,0,-2.8,5,190,10,2023-02-08
CLR,Clear,0,-4.4,3,130,10,2023-02-08
CLR,Clear,0,-5.6,4,140,10,2023-02-08
CLR,Clear,0,-5.6,4,130,10,2023-02-08
CLR,Clear,0,-3.9,5,140,10,2023-02-08
CLR,Clear,0,0,0,0,10,2023-02-08
CLR,Clear,0,1.7,4,140,10,2023-02-08
CLR,Clear,0,3.9,4,0,10,2023-02-08
CLR,Clear,0,4.4,6,160,10,2023-02-08
CLR,Clear,0,6.1,7,180,10,2023-02-08
FEW,Few Clouds,0.25,7.2,8,200,10,2023-02-08
FEW,Few Clouds,0.25,6.7,7,200,10,2023-02-08
FEW,Few Clouds,0.25,6.1,10,180,10,2023-02-08
FEW,Few Clouds,0.25,3.3,10,170,10,2023-02-08
FEW,Few Clouds,0.25,2.8,3,120,10,2023-02-09
FEW,Few Clouds,0.25,1.1,8,150,10,2023-02-09
CLR,Clear,0,0,8,150,10,2023-02-09
FEW,Few Clouds,0.25,-0.6,4,140,10,2023-02-09
FEW,Few Clouds,0.25,-0.6,5,150,10,2023-02-09
FEW,Few Clouds,0.25,-1.1,8,130,10,2023-02-09
FEW,Few Clouds,0.25,-1.7,5,150,10,2023-02-09
SCT,Scattered,0.50,-1.7,0,0,10,2023-02-09
BKN,Broken,0.88,-2.8,0,0,10,2023-02-09
BKN,Broken,0.88,-2.8,3,70,10,2023-02-09
BKN,Broken,0.88,-2.8,3,0,10,2023-02-09
OVC,Overcast,1.00,-1.7,0,0,10,2023-02-09
OVC,Overcast,1.00,-1.7,6,330,10,2023-02-09
BKN,Broken,0.88,-1.1,5,360,7,2023-02-09
OVC,Overcast,1.00,-2.2,9,350,5,2023-02-09
OVC,Overcast,1.00,-2.2,13,360,4,2023-02-09
OVC,Overcast,1.00,-1,9,330,6,2023-02-09
OVC,Overcast,1.00,0.6,10,340,8,2023-02-09
OVC,Overcast,1.00,2.2,8,330,10,2023-02-09
OVC,Overcast,1.00,2.8,17,340,10,2023-02-09
OVC,Overcast,1.00,3,17,340,10,2023-02-09
OVC,Overcast,1.00,2.8,19,340,10,2023-02-09
OVC,Overcast,1.00,2.2,15,340,10,2023-02-09
BKN,Broken,0.88,1.7,11,330,10,2023-02-09
BKN,Broken,0.88,0.6,17,330,10,2023-02-10
BKN,Broken,0.88,-1.7,14,330,10,2023-02-10
BKN,Broken,0.88,-2.8,17,330,10,2023-02-10
BKN,Broken,0.88,-4.4,14,330,10,2023-02-10
SCT,Scattered,0.50,-6.1,12,330,10,2023-02-10
SCT,Scattered,0.50,-7.2,15,330,10,2023-02-10
FEW,Few Clouds,0.25,-8.3,14,330,10,2023-02-10
CLR,Clear,0,-9.4,11,320,10,2023-02-10
CLR,Clear,0,-10,9,320,10,2023-02-10
CLR,Clear,0,-11.1,9,320,10,2023-02-10
CLR,Clear,0,-12.2,8,310,10,2023-02-10
FEW,Few Clouds,0.25,-12.2,9,320,10,2023-02-10
CLR,Clear,0,-12.8,9,310,10,2023-02-10
FEW,Few Clouds,0.25,-12.8,5,300,10,2023-02-10
FEW,Few Clouds,0.25,-10.6,0,0,10,2023-02-10
CLR,Clear,0,-8.9,0,0,10,2023-02-10
CLR,Clear,0,-7.8,3,180,10,2023-02-10
CLR,Clear,0,-6.7,4,190,10,2023-02-10
CLR,Clear,0,-4.4,6,250,10,2023-02-10
CLR,Clear,0,-3.3,6,220,10,2023-02-10
CLR,Clear,0,-2.2,9,230,10,2023-02-10
CLR,Clear,0,-1.7,8,250,10,2023-02-10
FEW,Few Clouds,0.25,-2.2,8,220,10,2023-02-10
FEW,Few Clouds,0.25,-2.8,6,190,10,2023-02-10
CLR,Clear,0,-3.3,6,180,10,2023-02-11
CLR,Clear,0,-4.4,6,170,10,2023-02-11
CLR,Clear,0,-5.6,4,160,10,2023-02-11
CLR,Clear,0,-3.3,7,200,10,2023-02-11
CLR,Clear,0,-3.3,8,200,10,2023-02-11
CLR,Clear,0,-2.2,8,200,10,2023-02-11
CLR,Clear,0,-1.7,7,220,10,2023-02-11
CLR,Clear,0,-1.1,12,220,10,2023-02-11
CLR,Clear,0,-1.1,12,220,10,2023-02-11
CLR,Clear,0,-1.7,10,220,10,2023-02-11
CLR,Clear,0,-1.7,10,220,10,2023-02-11
CLR,Clear,0,-2.2,10,220,10,2023-02-11
CLR,Clear,0,-2.2,9,220,10,2023-02-11
FEW,Few Clouds,0.25,-1.7,11,230,10,2023-02-11
FEW,Few Clouds,0.25,-1.1,11,230,10,2023-02-11
FEW,Few Clouds,0.25,0,11,240,10,2023-02-11
FEW,Few Clouds,0.25,0.6,11,230,10,2023-02-11
FEW,Few Clouds,0.25,1.7,8,240,10,2023-02-11
FEW,Few Clouds,0.25,2.8,8,210,10,2023-02-11
FEW,Few Clouds,0.25,3.3,9,210,10,2023-02-11
FEW,Few Clouds,0.25,3.3,7,210,10,2023-02-11
FEW,Few Clouds,0.25,3.9,8,210,10,2023-02-11
FEW,Few Clouds,0.25,3.3,6,240,10,2023-02-11
SCT,Scattered,0.50,2.8,5,220,10,2023-02-11
FEW,Few Clouds,0.25,1.7,6,190,10,2023-02-12
FEW,Few Clouds,0.25,0.6,4,190,10,2023-02-12
CLR,Clear,0,0.6,3,200,10,2023-02-12
CLR,Clear,0,0,0,0,10,2023-02-12
CLR,Clear,0,-0.6,4,200,10,2023-02-12
CLR,Clear,0,-0.6,5,190,10,2023-02-12
CLR,Clear,0,-2.8,5,140,10,2023-02-12
CLR,Clear,0,-2.8,0,0,10,2023-02-12
CLR,Clear,0,-3.3,3,130,10,2023-02-12
CLR,Clear,0,-5.6,0,0,10,2023-02-12
CLR,Clear,0,-4.4,0,0,10,2023-02-12
CLR,Clear,0,-5.6,3,170,9,2023-02-12
CLR,Clear,0,-6.1,0,0,9,2023-02-12
CLR,Clear,0,-5,0,0,7,2023-02-12
FEW,Few Clouds,0.25,-3.9,5,340,9,2023-02-12
FEW,Few Clouds,0.25,-1.7,0,0,10,2023-02-12
BKN,Broken,0.88,1.7,3,0,10,2023-02-12
BKN,Broken,0.88,2.2,0,0,10,2023-02-12
BKN,Broken,0.88,2.8,0,0,10,2023-02-12
BKN,Broken,0.88,4.4,5,180,10,2023-02-12
BKN,Broken,0.88,5.6,5,250,10,2023-02-12
SCT,Scattered,0.50,6.1,6,240,10,2023-02-12
FEW,Few Clouds,0.25,4.4,7,220,10,2023-02-12
CLR,Clear,0,2.8,9,250,10,2023-02-12
CLR,Clear,0,1.1,7,230,10,2023-02-13
CLR,Clear,0,0,6,230,10,2023-02-13
CLR,Clear,0,-0.6,7,250,10,2023-02-13
CLR,Clear,0,-1.1,7,250,10,2023-02-13
CLR,Clear,0,-1.1,6,260,10,2023-02-13
CLR,Clear,0,-1.7,5,250,10,2023-02-13
CLR,Clear,0,-0.6,9,280,10,2023-02-13
CLR,Clear,0,-1.1,8,290,10,2023-02-13
CLR,Clear,0,-1.7,6,270,10,2023-02-13
CLR,Clear,0,-2.2,6,270,10,2023-02-13
CLR,Clear,0,-3.3,3,280,10,2023-02-13
CLR,Clear,0,-3.3,4,230,10,2023-02-13
FEW,Few Clouds,0.25,-4.4,6,220,10,2023-02-13
FEW,Few Clouds,0.25,-4.4,6,230,10,2023-02-13
FEW,Few Clouds,0.25,-3.3,0,0,10,2023-02-13
CLR,Clear,0,-1.7,5,180,10,2023-02-13
CLR,Clear,0,0,6,210,10,2023-02-13
CLR,Clear,0,2.2,7,220,10,2023-02-13
FEW,Few Clouds,0.25,3.3,7,200,10,2023-02-13
FEW,Few Clouds,0.25,5,6,190,10,2023-02-13
FEW,Few Clouds,0.25,5,8,160,10,2023-02-13
FEW,Few Clouds,0.25,4.4,10,170,10,2023-02-13
FEW,Few Clouds,0.25,3.9,8,150,10,2023-02-13
FEW,Few Clouds,0.25,2.8,8,150,10,2023-02-13
CLR,Clear,0,3.3,9,170,10,2023-02-14
CLR,Clear,0,2.8,9,160,10,2023-02-14
CLR,Clear,0,2.2,6,160,10,2023-02-14
CLR,Clear,0,1.1,7,150,10,2023-02-14
CLR,Clear,0,1.1,8,150,10,2023-02-14
CLR,Clear,0,5.6,10,200,10,2023-02-14
CLR,Clear,0,5.6,7,190,10,2023-02-14
CLR,Clear,0,4.4,8,180,10,2023-02-14
CLR,Clear,0,2.2,9,160,10,2023-02-14
FEW,Few Clouds,0.25,2.8,8,130,10,2023-02-14
BKN,Broken,0.88,3.9,11,170,10,2023-02-14
OVC,Overcast,1.00,5,7,170,10,2023-02-14
OVC,Overcast,1.00,4.4,6,150,10,2023-02-14
OVC,Overcast,1.00,3.3,7,120,10,2023-02-14
OVC,Overcast,1.00,3.3,7,150,10,2023-02-14
OVC,Overcast,1.00,3.9,9,150,10,2023-02-14
OVC,Overcast,1.00,3.3,12,140,8,2023-02-14
OVC,Overcast,1.00,2.8,13,130,6,2023-02-14
OVC,Overcast,1.00,2.8,12,130,5,2023-02-14
OVC,Overcast,1.00,2.8,14,130,4,2023-02-14
OVC,Overcast,1.00,2.8,16,110,5,2023-02-14
OVC,Overcast,1.00,3.3,12,110,4,2023-02-14
OVC,Overcast,1.00,3.3,12,120,4,2023-02-14
OVC,Overcast,1.00,3.3,10,110,7,2023-02-15
OVC,Overcast,1.00,3.9,10,110,6,2023-02-15
OVC,Overcast,1.00,3.9,9,120,6,2023-02-15
OVC,Overcast,1.00,3.9,5,150,4,2023-02-15
OVC,Overcast,1.00,3.9,6,170,3,2023-02-15
OVC,Overcast,1.00,3.9,6,230,3,2023-02-15
OVC,Overcast,1.00,3.3,7,240,3,2023-02-15
OVC,Overcast,1.00,2,9,270,3,2023-02-15
OVC,Overcast,1.00,2.2,9,270,3,2023-02-15
OVC,Overcast,1.00,2.2,10,280,9,2023-02-15
OVC,Overcast,1.00,1.1,18,310,10,2023-02-15
OVC,Overcast,1.00,1.7,19,310,10,2023-02-15
OVC,Overcast,1.00,1.1,15,310,10,2023-02-15
OVC,Overcast,1.00,0.6,18,310,10,2023-02-15
OVC,Overcast,1.00,-1.1,22,300,10,2023-02-15
OVC,Overcast,1.00,-2.8,15,290,10,2023-02-15
OVC,Overcast,1.00,-3.3,17,310,10,2023-02-15
BKN,Broken,0.88,-3.3,18,310,10,2023-02-15
BKN,Broken,0.88,-4.4,16,320,10,2023-02-15
SCT,Scattered,0.50,-4.4,18,310,10,2023-02-15
FEW,Few Clouds,0.25,-4.4,14,320,10,2023-02-15
SCT,Scattered,0.50,-4.4,15,310,10,2023-02-15
SCT,Scattered,0.50,-4.4,11,320,10,2023-02-15
FEW,Few Clouds,0.25,-4.4,12,300,10,2023-02-15
SCT,Scattered,0.50,-5.6,11,310,10,2023-02-15
SCT,Scattered,0.50,-5.6,10,330,10,2023-02-16
FEW,Few Clouds,0.25,-6.1,9,320,10,2023-02-16
FEW,Few Clouds,0.25,-7.2,9,300,10,2023-02-16
FEW,Few Clouds,0.25,-7.8,10,320,10,2023-02-16
SCT,Scattered,0.50,-8.3,8,330,10,2023-02-16
CLR,Clear,0,-8.9,6,340,10,2023-02-16
BKN,Broken,0.88,-8.9,7,340,10,2023-02-16
SCT,Scattered,0.50,-9.4,8,360,10,2023-02-16
SCT,Scattered,0.50,-9.4,7,350,10,2023-02-16
BKN,Broken,0.88,-10,6,10,10,2023-02-16
BKN,Broken,0.88,-10,9,360,10,2023-02-16
BKN,Broken,0.88,-10.6,9,360,10,2023-02-16
BKN,Broken,0.88,-10.6,10,10,10,2023-02-16
BKN,Broken,0.88,-10.6,9,10,10,2023-02-16
BKN,Broken,0.88,-10,7,30,10,2023-02-16
BKN,Broken,0.88,-10,9,10,10,2023-02-16
BKN,Broken,0.88,-9.4,13,350,10,2023-02-16
BKN,Broken,0.88,-8.3,13,350,10,2023-02-16
BKN,Broken,0.88,-8.3,11,20,10,2023-02-16
BKN,Broken,0.88,-7.8,9,10,10,2023-02-16
SCT,Scattered,0.50,-7.2,14,350,10,2023-02-16
SCT,Scattered,0.50,-7.2,12,340,10,2023-02-16
FEW,Few Clouds,0.25,-7.2,10,340,10,2023-02-16
FEW,Few Clouds,0.25,-8.3,10,330,10,2023-02-16
FEW,Few Clouds,0.25,-8.9,11,330,10,2023-02-17
FEW,Few Clouds,0.25,-9.4,8,350,10,2023-02-17
CLR,Clear,0,-10,8,350,10,2023-02-17
CLR,Clear,0,-10.6,5,350,10,2023-02-17
CLR,Clear,0,-10.6,4,10,10,2023-02-17
CLR,Clear,0,-11.1,4,360,10,2023-02-17
CLR,Clear,0,-12.2,5,320,10,2023-02-17
CLR,Clear,0,-13.3,5,310,10,2023-02-17
CLR,Clear,0,-12.8,0,0,10,2023-02-17
CLR,Clear,0,-13.3,3,260,9,2023-02-17
CLR,Clear,0,-13.3,3,280,10,2023-02-17
CLR,Clear,0,-13.3,3,200,10,2023-02-17
CLR,Clear,0,-13.9,3,230,10,2023-02-17
CLR,Clear,0,-14.4,5,210,10,2023-02-17
CLR,Clear,0,-13.3,5,200,10,2023-02-17
FEW,Few Clouds,0.25,-10.6,8,210,10,2023-02-17
FEW,Few Clouds,0.25,-8.3,11,220,10,2023-02-17
FEW,Few Clouds,0.25,-7.2,10,190,10,2023-02-17
FEW,Few Clouds,0.25,-5.6,9,200,10,2023-02-17
FEW,Few Clouds,0.25,-3.9,10,210,10,2023-02-17
FEW,Few Clouds,0.25,-2.8,9,210,10,2023-02-17
SCT,Scattered,0.50,-2.2,10,180,10,2023-02-17
SCT,Scattered,0.50,-2.2,11,170,10,2023-02-17
FEW,Few Clouds,0.25,-2.2,8,190,10,2023-02-17
FEW,Few Clouds,0.25,-2.2,11,210,10,2023-02-18
SCT,Scattered,0.50,-2.2,7,220,10,2023-02-18
SCT,Scattered,0.50,-2.2,8,240,10,2023-02-18
SCT,Scattered,0.50,-2.2,10,230,10,2023-02-18
CLR,Clear,0,-2.8,8,240,10,2023-02-18
CLR,Clear,0,-2.8,8,250,10,2023-02-18
CLR,Clear,0,-3.3,6,260,10,2023-02-18
CLR,Clear,0,-3.3,6,250,10,2023-02-18
CLR,Clear,0,-4.4,0,0,10,2023-02-18
CLR,Clear,0,-5,0,0,10,2023-02-18
CLR,Clear,0,-5,4,210,10,2023-02-18
CLR,Clear,0,-5.6,5,220,10,2023-02-18
CLR,Clear,0,-5.6,3,230,10,2023-02-18
CLR,Clear,0,-5.6,0,0,9,2023-02-18
CLR,Clear,0,-4.4,4,200,10,2023-02-18
FEW,Few Clouds,0.25,-2.2,0,0,10,2023-02-18
SCT,Scattered,0.50,0,5,170,10,2023-02-18
SCT,Scattered,0.50,1.7,8,150,10,2023-02-18
BKN,Broken,0.88,1.7,7,150,10,2023-02-18
BKN,Broken,0.88,1.7,7,160,10,2023-02-18
BKN,Broken,0.88,2.2,6,120,10,2023-02-18
BKN,Broken,0.88,2.2,9,120,10,2023-02-18
BKN,Broken,0.88,2.2,9,130,10,2023-02-18
BKN,Broken,0.88,1.7,7,130,10,2023-02-18
BKN,Broken,0.88,1.1,6,140,10,2023-02-19
BKN,Broken,0.88,1.1,7,140,10,2023-02-19
FEW,Few Clouds,0.25,0.6,8,140,10,2023-02-19
FEW,Few Clouds,0.25,0,9,140,10,2023-02-19
FEW,Few Clouds,0.25,-0.6,7,160,10,2023-02-19
FEW,Few Clouds,0.25,-1.7,5,150,10,2023-02-19
CLR,Clear,0,-2.8,0,0,10,2023-02-19
FEW,Few Clouds,0.25,-3.3,3,220,9,2023-02-19
FEW,Few Clouds,0.25,-2.8,5,230,7,2023-02-19
FEW,Few Clouds,0.25,-2.8,8,260,9,2023-02-19
FEW,Few Clouds,0.25,-3.3,5,250,8,2023-02-19
FEW,Few Clouds,0.25,-3.9,5,250,8,2023-02-19
OVC,Overcast,1.00,-3.9,8,290,7,2023-02-19
OVC,Overcast,1.00,-3.9,9,300,8,2023-02-19
OVC,Overcast,1.00,-3.9,11,310,6,2023-02-19
OVC,Overcast,1.00,-1.7,7,330,9,2023-02-19
OVC,Overcast,1.00,0,9,300,10,2023-02-19
OVC,Overcast,1.00,0,10,300,10,2023-02-19
OVC,Overcast,1.00,0.6,8,280,10,2023-02-19
SCT,Scattered,0.50,1.7,11,300,10,2023-02-19
FEW,Few Clouds,0.25,1.7,12,280,10,2023-02-19
FEW,Few Clouds,0.25,1.1,10,290,10,2023-02-19
SCT,Scattered,0.50,0,12,320,10,2023-02-19
FEW,Few Clouds,0.25,-1.1,8,290,10,2023-02-19
FEW,Few Clouds,0.25,-2.2,8,280,10,2023-02-20
FEW,Few Clouds,0.25,-3.3,10,290,10,2023-02-20
FEW,Few Clouds,0.25,-4.4,7,290,10,2023-02-20
CLR,Clear,0,-5.6,5,270,10,2023-02-20
CLR,Clear,0,-6.7,5,230,10,2023-02-20
CLR,Clear,0,-7.8,0,0,10,2023-02-20
CLR,Clear,0,-7.8,3,200,10,2023-02-20
CLR,Clear,0,-8.9,4,250,10,2023-02-20
FEW,Few Clouds,0.25,-9.4,0,0,10,2023-02-20
FEW,Few Clouds,0.25,-10,4,200,10,2023-02-20
BKN,Broken,0.88,-10,4,130,10,2023-02-20
OVC,Overcast,1.00,-8.9,6,150,10,2023-02-20
OVC,Overcast,1.00,-8,6,170,0.5,2023-02-20
OVC,Overcast,1.00,-8,6,130,2,2023-02-20
OVC,Overcast,1.00,-6.7,7,150,10,2023-02-20
OVC,Overcast,1.00,-5.6,6,170,8,2023-02-20
OVC,Overcast,1.00,-3.3,7,170,9,2023-02-20
OVC,Overcast,1.00,-1.1,7,220,9,2023-02-20
OVC,Overcast,1.00,-0.6,11,220,10,2023-02-20
OVC,Overcast,1.00,1.1,10,250,10,2023-02-20
OVC,Overcast,1.00,1.7,13,250,10,2023-02-20
OVC,Overcast,1.00,1.7,12,260,10,2023-02-20
BKN,Broken,0.88,1.7,19,280,10,2023-02-20
BKN,Broken,0.88,-1.1,15,270,10,2023-02-21
BKN,Broken,0.88,-3.3,14,280,10,2023-02-21
OVC,Overcast,1.00,-8.3,17,300,10,2023-02-21
OVC,Overcast,1.00,-9.4,16,290,9,2023-02-21
OVC,Overcast,1.00,-11.1,16,290,10,2023-02-21
OVC,Overcast,1.00,-11.1,14,280,10,2023-02-21
SCT,Scattered,0.50,-12.2,14,290,10,2023-02-21
FEW,Few Clouds,0.25,-12.8,12,290,10,2023-02-21
FEW,Few Clouds,0.25,-13.3,12,290,10,2023-02-21
CLR,Clear,0,-13.9,8,290,10,2023-02-21
CLR,Clear,0,-14.4,12,290,10,2023-02-21
CLR,Clear,0,-15,9,310,10,2023-02-21
CLR,Clear,0,-15,12,280,10,2023-02-21
SCT,Scattered,0.50,-16.1,8,290,10,2023-02-21
BKN,Broken,0.88,-16.1,4,310,10,2023-02-21
BKN,Broken,0.88,-15,5,320,10,2023-02-21
BKN,Broken,0.88,-13.9,3,0,10,2023-02-21
BKN,Broken,0.88,-13.3,0,0,10,2023-02-21
BKN,Broken,0.88,-12.2,0,0,10,2023-02-21
OVC,Overcast,1.00,-11.7,5,140,10,2023-02-21
OVC,Overcast,1.00,-10.6,6,140,2,2023-02-21
OVC,Overcast,1.00,-11.1,6,140,1,2023-02-21
OVC,Overcast,1.00,-10.6,6,90,3,2023-02-21
OVC,Overcast,1.00,-10.6,6,60,1.5,2023-02-21
OVC,Overcast,1.00,-10,6,60,1.5,2023-02-22
OVC,Overcast,1.00,-10,8,50,3,2023-02-22
OVC,Overcast,1.00,-10,9,40,2,2023-02-22
OVC,Overcast,1.00,-9.4,11,30,1.5,2023-02-22
OVC,Overcast,1.00,-9,13,40,2,2023-02-22
OVC,Overcast,1.00,-9.4,12,30,1.5,2023-02-22
OVC,Overcast,1.00,-10,13,40,1.25,2023-02-22
OVC,Overcast,1.00,-10,15,40,2,2023-02-22
OVC,Overcast,1.00,-10,11,40,2.5,2023-02-22
OVC,Overcast,1.00,-10,15,40,4,2023-02-22
OVC,Overcast,1.00,-10,14,50,7,2023-02-22
OVC,Overcast,1.00,-10,18,30,8,2023-02-22
BKN,Broken,0.88,-8.9,14,40,8,2023-02-22
OVC,Overcast,1.00,-8.9,14,40,10,2023-02-22
OVC,Overcast,1.00,-7.8,17,50,10,2023-02-22
OVC,Overcast,1.00,-7.8,17,40,10,2023-02-22
OVC,Overcast,1.00,-7.2,17,60,10,2023-02-22
OVC,Overcast,1.00,-6.7,17,60,3,2023-02-22
