Cover_Type,Cover_Long,Max_Coverage_pct,Temp_Celsius,Wind_Speed,Wind_Direction,Visibility,Date
BKN,Broken,0.88,-0.6,11,160,10,2023-01-15
FEW,Few Clouds,0.25,-1.1,10,160,10,2023-01-15
CLR,Clear,0,-1.1,10,160,10,2023-01-15
BKN,Broken,0.88,-1.7,11,150,10,2023-01-15
SCT,Scattered,0.50,-1.1,15,160,10,2023-01-15
BKN,Broken,0.88,-1.1,10,160,10,2023-01-15
BKN,Broken,0.88,-0.6,11,170,10,2023-01-15
SCT,Scattered,0.50,-0.6,11,170,10,2023-01-15
SCT,Scattered,0.50,-1.1,9,170,10,2023-01-15
SCT,Scattered,0.50,-1.7,7,170,10,2023-01-15
BKN,Broken,0.88,-0.6,7,170,10,2023-01-15
OVC,Overcast,1.00,-0.6,5,160,10,2023-01-15
OVC,Overcast,1.00,-1.1,4,120,10,2023-01-15
BKN,Broken,0.88,-1.1,6,160,10,2023-01-15
BKN,Broken,0.88,0,8,160,10,2023-01-15
FEW,Few Clouds,0.25,1.1,11,160,10,2023-01-15
FEW,Few Clouds,0.25,1.7,15,170,10,2023-01-15
FEW,Few Clouds,0.25,2.2,12,160,10,2023-01-15
FEW,Few Clouds,0.25,2.2,13,150,10,2023-01-15
SCT,Scattered,0.50,2.8,11,160,10,2023-01-15
SCT,Scattered,0.50,2.8,10,160,10,2023-01-15
SCT,Scattered,0.50,1.7,7,140,10,2023-01-15
SCT,Scattered,0.50,1.1,8,140,10,2023-01-15
SCT,Scattered,0.50,0.6,8,130,10,2023-01-16
OVC,Overcast,1.00,1.1,8,120,10,2023-01-16
OVC,Overcast,1.00,1.7,10,140,10,2023-01-16
OVC,Overcast,1.00,1.7,11,140,10,2023-01-16
OVC,Overcast,1.00,1.7,10,130,10,2023-01-16
OVC,Overcast,1.00,1.1,7,120,10,2023-01-16
OVC,Overcast,1.00,1.1,10,110,10,2023-01-16
OVC,Overcast,1.00,1.7,8,100,10,2023-01-16
OVC,Overcast,1.00,1.7,8,110,10,2023-01-16
OVC,Overcast,1.00,2.8,9,100,10,2023-01-16
OVC,Overcast,1.00,2.2,7,100,10,2023-01-16
OVC,Overcast,1.00,2.2,10,100,10,2023-01-16
OVC,Overcast,1.00,2.2,9,100,7,2023-01-16
OVC,Overcast,1.00,1.7,7,80,7,2023-01-16
OVC,Overcast,1.00,1.7,8,80,9,2023-01-16
OVC,Overcast,1.00,1.1,7,70,3,2023-01-16
OVC,Overcast,1.00,1.1,8,70,4,2023-01-16
OVC,Overcast,1.00,1.1,7,70,4,2023-01-16
OVC,Overcast,1.00,1.7,8,60,4,2023-01-16
OVC,Overcast,1.00,1.1,8,60,4,2023-01-16
OVC,Overcast,1.00,1.7,7,50,6,2023-01-16
OVC,Overcast,1.00,1,6,0,10,2023-01-16
OVC,Overcast,1.00,1.1,5,40,10,2023-01-16
OVC,Overcast,1.00,0.6,7,10,7,2023-01-17
OVC,Overcast,1.00,0,6,350,2.5,2023-01-17
OVC,Overcast,1.00,0,6,350,2,2023-01-17
OVC,Overcast,1.00,0,6,340,2,2023-01-17
OVC,Overcast,1.00,0,6,340,2,2023-01-17
OVC,Overcast,1.00,0,5,330,2,2023-01-17
OVC,Overcast,1.00,0,6,320,2,2023-01-17
OVC,Overcast,1.00,0,9,330,2,2023-01-17
OVC,Overcast,1.00,0,8,320,2,2023-01-17
OVC,Overcast,1.00,0.6,9,310,8,2023-01-17
OVC,Overcast,1.00,0.6,9,320,10,2023-01-17
OVC,Overcast,1.00,0.6,8,320,10,2023-01-17
OVC,Overcast,1.00,0.6,7,320,9,2023-01-17
OVC,Overcast,1.00,0.6,8,310,10,2023-01-17
OVC,Overcast,1.00,0.6,11,320,9,2023-01-17
OVC,Overcast,1.00,0.6,10,310,10,2023-01-17
OVC,Overcast,1.00,1.1,7,320,10,2023-01-17
OVC,Overcast,1.00,1.1,11,330,10,2023-01-17
OVC,Overcast,1.00,1.1,9,320,10,2023-01-17
OVC,Overcast,1.00,1.1,9,300,10,2023-01-17
OVC,Overcast,1.00,1.1,9,310,10,2023-01-17
OVC,Overcast,1.00,1.1,8,310,10,2023-01-17
OVC,Overcast,1.00,0.6,8,300,10,2023-01-17
OVC,Overcast,1.00,0.6,9,300,10,2023-01-17
OVC,Overcast,1.00,0.6,8,300,10,2023-01-17
OVC,Overcast,1.00,0.6,10,310,10,2023-01-18
OVC,Overcast,1.00,0.6,9,340,10,2023-01-18
OVC,Overcast,1.00,0.6,10,340,10,2023-01-18
OVC,Overcast,1.00,0.6,8,310,10,2023-01-18
OVC,Overcast,1.00,-0.6,7,280,10,2023-01-18
OVC,Overcast,1.00,-1.1,5,280,10,2023-01-18
OVC,Overcast,1.00,-1.1,4,290,10,2023-01-18
OVC,Overcast,1.00,-0.6,3,310,10,2023-01-18
OVC,Overcast,1.00,-0.6,5,280,10,2023-01-18
OVC,Overcast,1.00,-1.7,8,240,10,2023-01-18
OVC,Overcast,1.00,-1.7,3,260,10,2023-01-18
OVC,Overcast,1.00,-1.7,4,200,10,2023-01-18
OVC,Overcast,1.00,-1.7,3,250,10,2023-01-18
OVC,Overcast,1.00,-1.1,0,0,9,2023-01-18
OVC,Overcast,1.00,-0.6,0,0,9,2023-01-18
OVC,Overcast,1.00,-0.6,5,80,10,2023-01-18
OVC,Overcast,1.00,0,8,70,10,2023-01-18
OVC,Overcast,1.00,0,6,80,10,2023-01-18
OVC,Overcast,1.00,0,9,70,10,2023-01-18
OVC,Overcast,1.00,0,8,60,10,2023-01-18
OVC,Overcast,1.00,0,12,90,10,2023-01-18
OVC,Overcast,1.00,0,10,80,10,2023-01-18
OVC,Overcast,1.00,0,11,90,10,2023-01-18
OVC,Overcast,1.00,0,11,80,10,2023-01-18
OVC,Overcast,1.00,0,13,70,10,2023-01-19
OVC,Overcast,1.00,0,12,80,10,2023-01-19
OVC,Overcast,1.00,0,9,70,10,2023-01-19
OVC,Overcast,1.00,0,11,70,10,2023-01-19
OVC,Overcast,1.00,0,9,60,10,2023-01-19
OVC,Overcast,1.00,-0.6,9,50,10,2023-01-19
OVC,Overcast,1.00,-1,10,40,5,2023-01-19
OVC,Overcast,1.00,-1.7,8,50,1.5,2023-01-19
OVC,Overcast,1.00,-1.7,8,40,1.5,2023-01-19
OVC,Overcast,1.00,-2.2,10,10,2,2023-01-19
OVC,Overcast,1.00,-2.2,10,10,3,2023-01-19
OVC,Overcast,1.00,-2.2,10,10,2,2023-01-19
OVC,Overcast,1.00,-1.7,10,30,1.5,2023-01-19
OVC,Overcast,1.00,-1.7,6,360,1.5,2023-01-19
OVC,Overcast,1.00,-1.7,8,360,2,2023-01-19
OVC,Overcast,1.00,-1.1,8,350,2,2023-01-19
OVC,Overcast,1.00,0,9,350,2,2023-01-19
OVC,Overcast,1.00,0,13,350,6,2023-01-19
OVC,Overcast,1.00,0,13,350,4,2023-01-19
OVC,Overcast,1.00,-0.6,15,360,3,2023-01-19
BKN,Broken,0.88,-1.1,16,10,9,2023-01-19
BKN,Broken,0.88,-1.1,15,350,10,2023-01-19
OVC,Overcast,1.00,-1.1,13,330,9,2023-01-20
OVC,Overcast,1.00,-1.7,16,340,9,2023-01-20
OVC,Overcast,1.00,-2.2,13,340,10,2023-01-20
OVC,Overcast,1.00,-2.8,11,340,10,2023-01-20
OVC,Overcast,1.00,-2.8,10,340,10,2023-01-20
OVC,Overcast,1.00,-2.8,7,340,10,2023-01-20
OVC,Overcast,1.00,-2.8,9,320,10,2023-01-20
OVC,Overcast,1.00,-2.8,9,310,10,2023-01-20
OVC,Overcast,1.00,-3.3,10,340,10,2023-01-20
OVC,Overcast,1.00,-3.3,9,330,10,2023-01-20
OVC,Overcast,1.00,-2.8,7,320,10,2023-01-20
OVC,Overcast,1.00,-2.8,11,340,10,2023-01-20
OVC,Overcast,1.00,-2.8,12,330,10,2023-01-20
OVC,Overcast,1.00,-2.8,10,340,10,2023-01-20
OVC,Overcast,1.00,-3.3,9,310,10,2023-01-20
OVC,Overcast,1.00,-3.3,6,290,10,2023-01-20
OVC,Overcast,1.00,-2.8,7,290,10,2023-01-20
OVC,Overcast,1.00,-3.3,8,270,10,2023-01-20
OVC,Overcast,1.00,-3.3,7,290,10,2023-01-20
OVC,Overcast,1.00,-3.3,8,260,10,2023-01-20
OVC,Overcast,1.00,-3.9,9,260,10,2023-01-20
OVC,Overcast,1.00,-4.4,9,250,10,2023-01-20
OVC,Overcast,1.00,-5,8,250,10,2023-01-20
OVC,Overcast,1.00,-6.1,6,250,10,2023-01-20
OVC,Overcast,1.00,-6.7,7,260,10,2023-01-20
OVC,Overcast,1.00,-6.7,7,250,10,2023-01-21
OVC,Overcast,1.00,-7.8,7,230,10,2023-01-21
OVC,Overcast,1.00,-7.8,8,270,9,2023-01-21
OVC,Overcast,1.00,-7.2,6,280,8,2023-01-21
OVC,Overcast,1.00,-7.2,5,260,10,2023-01-21
OVC,Overcast,1.00,-6.7,6,270,8,2023-01-21
OVC,Overcast,1.00,-6.7,7,260,8,2023-01-21
OVC,Overcast,1.00,-6.7,5,240,6,2023-01-21
OVC,Overcast,1.00,-7.2,5,250,6,2023-01-21
OVC,Overcast,1.00,-7.8,7,240,5,2023-01-21
OVC,Overcast,1.00,-8.3,8,230,6,2023-01-21
OVC,Overcast,1.00,-7.8,5,250,8,2023-01-21
OVC,Overcast,1.00,-7.2,4,260,6,2023-01-21
OVC,Overcast,1.00,-7.2,4,280,5,2023-01-21
OVC,Overcast,1.00,-6.7,3,220,4,2023-01-21
OVC,Overcast,1.00,-6.1,3,210,3,2023-01-21
OVC,Overcast,1.00,-5.6,8,250,6,2023-01-21
OVC,Overcast,1.00,-5,6,240,8,2023-01-21
OVC,Overcast,1.00,-4,5,240,8,2023-01-21
OVC,Overcast,1.00,-4.4,5,240,8,2023-01-21
OVC,Overcast,1.00,-4.4,4,210,9,2023-01-21
OVC,Overcast,1.00,-4.4,4,210,9,2023-01-21
OVC,Overcast,1.00,-5,6,200,10,2023-01-21
OVC,Overcast,1.00,-5,4,230,10,2023-01-21
OVC,Overcast,1.00,-5,0,0,10,2023-01-22
OVC,Overcast,1.00,-5.6,3,230,9,2023-01-22
OVC,Overcast,1.00,-5.6,4,230,9,2023-01-22
OVC,Overcast,1.00,-5.6,4,210,8,2023-01-22
OVC,Overcast,1.00,-5.6,4,250,8,2023-01-22
OVC,Overcast,1.00,-6.1,4,310,6,2023-01-22
OVC,Overcast,1.00,-6.7,3,280,6,2023-01-22
OVC,Overcast,1.00,-6.7,5,250,6,2023-01-22
OVC,Overcast,1.00,-7.2,3,310,6,2023-01-22
OVC,Overcast,1.00,-7.2,4,320,5,2023-01-22
OVC,Overcast,1.00,-7.8,5,320,5,2023-01-22
OVC,Overcast,1.00,-7.8,6,350,5,2023-01-22
OVC,Overcast,1.00,-8.3,3,320,6,2023-01-22
OVC,Overcast,1.00,-8.3,3,320,4,2023-01-22
OVC,Overcast,1.00,-8.3,4,330,4,2023-01-22
OVC,Overcast,1.00,-8.3,3,340,4,2023-01-22
OVC,Overcast,1.00,-8.3,3,270,5,2023-01-22
OVC,Overcast,1.00,-7.8,5,310,6,2023-01-22
OVC,Overcast,1.00,-7.8,7,300,4,2023-01-22
OVC,Overcast,1.00,-7.8,3,0,5,2023-01-22
OVC,Overcast,1.00,-7.2,0,0,4,2023-01-22
OVC,Overcast,1.00,-7.8,3,260,5,2023-01-22
OVC,Overcast,1.00,-7.8,6,340,5,2023-01-22
OVC,Overcast,1.00,-7.8,4,250,6,2023-01-23
OVC,Overcast,1.00,-8.3,4,260,6,2023-01-23
OVC,Overcast,1.00,-8.3,0,0,5,2023-01-23
OVC,Overcast,1.00,-8.9,4,260,6,2023-01-23
OVC,Overcast,1.00,-8.9,7,220,5,2023-01-23
OVC,Overcast,1.00,-8.9,7,230,4,2023-01-23
OVC,Overcast,1.00,-9.4,7,250,3,2023-01-23
OVC,Overcast,1.00,-10,6,210,2,2023-01-23
OVC,Overcast,1.00,-10,5,200,2,2023-01-23
OVC,Overcast,1.00,-10.6,6,220,3,2023-01-23
OVC,Overcast,1.00,-10,5,210,2,2023-01-23
OVC,Overcast,1.00,-10,5,210,3,2023-01-23
OVC,Overcast,1.00,-10.6,7,190,3,2023-01-23
CLR,Clear,0,-11.7,3,210,6,2023-01-23
FEW,Few Clouds,0.25,-11.1,5,190,6,2023-01-23
FEW,Few Clouds,0.25,-10.6,6,210,8,2023-01-23
OVC,Overcast,1.00,-8.9,9,250,9,2023-01-23
OVC,Overcast,1.00,-7.8,7,270,8,2023-01-23
OVC,Overcast,1.00,-7.2,5,250,8,2023-01-23
OVC,Overcast,1.00,-6.1,7,260,8,2023-01-23
OVC,Overcast,1.00,-4.4,9,270,8,2023-01-23
OVC,Overcast,1.00,-2.8,6,280,8,2023-01-23
OVC,Overcast,1.00,-1.7,5,260,9,2023-01-23
OVC,Overcast,1.00,-1.7,4,240,9,2023-01-23
OVC,Overcast,1.00,-1.1,4,240,10,2023-01-23
BKN,Broken,0.88,-1.1,5,230,9,2023-01-24
BKN,Broken,0.88,-0.6,9,260,10,2023-01-24
BKN,Broken,0.88,-1.1,9,270,10,2023-01-24
OVC,Overcast,1.00,-2.2,7,280,10,2023-01-24
OVC,Overcast,1.00,-2.2,7,270,10,2023-01-24
BKN,Broken,0.88,-2.8,5,230,10,2023-01-24
BKN,Broken,0.88,-3.3,10,260,9,2023-01-24
FEW,Few Clouds,0.25,-4.4,6,260,10,2023-01-24
FEW,Few Clouds,0.25,-5.6,6,230,8,2023-01-24
FEW,Few Clouds,0.25,-6.7,6,260,9,2023-01-24
FEW,Few Clouds,0.25,-7.8,6,270,10,2023-01-24
FEW,Few Clouds,0.25,-8.3,4,230,9,2023-01-24
FEW,Few Clouds,0.25,-9.4,3,230,9,2023-01-24
FEW,Few Clouds,0.25,-10,3,260,8,2023-01-24
FEW,Few Clouds,0.25,-9.4,5,200,8,2023-01-24
FEW,Few Clouds,0.25,-9.4,5,190,8,2023-01-24
SCT,Scattered,0.50,-7.8,3,0,8,2023-01-24
BKN,Broken,0.88,-5,0,0,10,2023-01-24
OVC,Overcast,1.00,-3.3,5,160,10,2023-01-24
OVC,Overcast,1.00,-3.9,8,160,10,2023-01-24
OVC,Overcast,1.00,-4.4,6,150,10,2023-01-24
BKN,Broken,0.88,-3.9,4,130,10,2023-01-24
OVC,Overcast,1.00,-3.9,7,140,10,2023-01-24
OVC,Overcast,1.00,-3,7,140,10,2023-01-25
OVC,Overcast,1.00,-3,4,140,9,2023-01-25
OVC,Overcast,1.00,-2.8,5,140,9,2023-01-25
OVC,Overcast,1.00,-2.8,5,150,9,2023-01-25
OVC,Overcast,1.00,-2.8,3,150,9,2023-01-25
OVC,Overcast,1.00,-1.7,5,240,8,2023-01-25
OVC,Overcast,1.00,-2.2,5,230,9,2023-01-25
OVC,Overcast,1.00,-2.2,5,230,9,2023-01-25
OVC,Overcast,1.00,-3.3,6,240,9,2023-01-25
OVC,Overcast,1.00,-3.3,4,230,8,2023-01-25
OVC,Overcast,1.00,-3.9,0,0,8,2023-01-25
OVC,Overcast,1.00,-4.4,5,260,7,2023-01-25
OVC,Overcast,1.00,-4.4,0,0,5,2023-01-25
OVC,Overcast,1.00,-4.4,3,270,5,2023-01-25
OVC,Overcast,1.00,-4.4,4,310,5,2023-01-25
OVC,Overcast,1.00,-3.9,5,340,2.5,2023-01-25
OVC,Overcast,1.00,-3.9,5,330,2.5,2023-01-25
OVC,Overcast,1.00,-3.3,7,330,2.5,2023-01-25
OVC,Overcast,1.00,-2.8,11,350,4,2023-01-25
OVC,Overcast,1.00,-3.3,9,340,2.5,2023-01-25
OVC,Overcast,1.00,-3.3,9,340,8,2023-01-25
OVC,Overcast,1.00,-2.8,10,340,9,2023-01-25
OVC,Overcast,1.00,-3.3,12,330,9,2023-01-25
OVC,Overcast,1.00,-3.9,12,340,8,2023-01-25
OVC,Overcast,1.00,-4.4,14,330,7,2023-01-25
OVC,Overcast,1.00,-5,13,330,9,2023-01-26
OVC,Overcast,1.00,-6.7,15,330,9,2023-01-26
OVC,Overcast,1.00,-6.7,13,330,9,2023-01-26
OVC,Overcast,1.00,-7.2,8,330,9,2023-01-26
BKN,Broken,0.88,-8.9,10,340,10,2023-01-26
SCT,Scattered,0.50,-8.9,10,330,10,2023-01-26
OVC,Overcast,1.00,-9.4,10,330,10,2023-01-26
BKN,Broken,0.88,-10,8,320,10,2023-01-26
BKN,Broken,0.88,-11.1,12,320,10,2023-01-26
BKN,Broken,0.88,-12.2,12,320,10,2023-01-26
BKN,Broken,0.88,-13.3,12,320,10,2023-01-26
FEW,Few Clouds,0.25,-15,9,330,10,2023-01-26
FEW,Few Clouds,0.25,-15.6,7,320,10,2023-01-26
FEW,Few Clouds,0.25,-16.7,8,320,10,2023-01-26
FEW,Few Clouds,0.25,-15.6,8,320,10,2023-01-26
SCT,Scattered,0.50,-13.9,7,310,10,2023-01-26
FEW,Few Clouds,0.25,-12.8,7,320,10,2023-01-26
FEW,Few Clouds,0.25,-10.6,4,320,10,2023-01-26
FEW,Few Clouds,0.25,-9.4,5,260,10,2023-01-26
BKN,Broken,0.88,-8.9,7,280,10,2023-01-26
BKN,Broken,0.88,-8.9,8,260,10,2023-01-26
SCT,Scattered,0.50,-10,8,240,10,2023-01-26
SCT,Scattered,0.50,-10.6,6,240,10,2023-01-26
BKN,Broken,0.88,-11.1,8,200,10,2023-01-26
OVC,Overcast,1.00,-11.1,6,220,10,2023-01-27
OVC,Overcast,1.00,-10.6,9,170,10,2023-01-27
OVC,Overcast,1.00,-10.6,9,190,10,2023-01-27
OVC,Overcast,1.00,-10.6,10,140,10,2023-01-27
OVC,Overcast,1.00,-10.6,11,150,10,2023-01-27
OVC,Overcast,1.00,-8.9,9,170,1.5,2023-01-27
OVC,Overcast,1.00,-6,11,180,2,2023-01-27
OVC,Overcast,1.00,-4.4,10,190,1.25,2023-01-27
OVC,Overcast,1.00,-3.9,10,190,4,2023-01-27
OVC,Overcast,1.00,-3.3,10,200,7,2023-01-27
OVC,Overcast,1.00,-1.7,7,220,2.5,2023-01-27
OVC,Overcast,1.00,0,8,240,9,2023-01-27
OVC,Overcast,1.00,0,7,250,9,2023-01-27
OVC,Overcast,1.00,-2.2,15,290,10,2023-01-27
OVC,Overcast,1.00,-2.8,16,280,10,2023-01-27
OVC,Overcast,1.00,-5,21,300,10,2023-01-27
OVC,Overcast,1.00,-5,19,300,10,2023-01-27
BKN,Broken,0.88,-5.6,18,310,10,2023-01-27
BKN,Broken,0.88,-6.1,17,300,10,2023-01-27
FEW,Few Clouds,0.25,-6.1,19,290,10,2023-01-27
FEW,Few Clouds,0.25,-6.7,16,300,10,2023-01-27
FEW,Few Clouds,0.25,-6.7,15,300,10,2023-01-27
CLR,Clear,0,-8.9,12,270,10,2023-01-27
CLR,Clear,0,-8.9,12,280,10,2023-01-27
CLR,Clear,0,-10,11,280,10,2023-01-28
CLR,Clear,0,-11.1,9,290,10,2023-01-28
CLR,Clear,0,-11.7,12,300,10,2023-01-28
CLR,Clear,0,-12.8,10,310,10,2023-01-28
CLR,Clear,0,-13.3,11,300,10,2023-01-28
CLR,Clear,0,-13.9,11,310,10,2023-01-28
CLR,Clear,0,-14.4,10,320,10,2023-01-28
CLR,Clear,0,-14.4,9,320,10,2023-01-28
CLR,Clear,0,-14.4,11,330,10,2023-01-28
BKN,Broken,0.88,-14.4,9,340,10,2023-01-28
BKN,Broken,0.88,-15,8,350,10,2023-01-28
BKN,Broken,0.88,-15.6,8,10,10,2023-01-28
OVC,Overcast,1.00,-16.1,7,20,10,2023-01-28
OVC,Overcast,1.00,-16.7,9,20,10,2023-01-28
BKN,Broken,0.88,-16.7,9,20,10,2023-01-28
OVC,Overcast,1.00,-16.7,9,10,10,2023-01-28
BKN,Broken,0.88,-16.1,7,50,10,2023-01-28
BKN,Broken,0.88,-15.6,7,10,10,2023-01-28
BKN,Broken,0.88,-15,8,360,10,2023-01-28
OVC,Overcast,1.00,-14.4,7,360,10,2023-01-28
BKN,Broken,0.88,-14.4,9,20,10,2023-01-28
BKN,Broken,0.88,-14.4,10,350,10,2023-01-28
BKN,Broken,0.88,-14.4,11,360,10,2023-01-28
BKN,Broken,0.88,-14.4,8,350,10,2023-01-28
BKN,Broken,0.88,-14.4,8,360,10,2023-01-29
OVC,Overcast,1.00,-14.4,7,350,10,2023-01-29
BKN,Broken,0.88,-16.1,6,330,10,2023-01-29
OVC,Overcast,1.00,-15.6,7,350,10,2023-01-29
OVC,Overcast,1.00,-15.6,9,350,10,2023-01-29
OVC,Overcast,1.00,-16.1,10,350,10,2023-01-29
BKN,Broken,0.88,-16.7,10,340,10,2023-01-29
OVC,Overcast,1.00,-16.7,11,360,10,2023-01-29
BKN,Broken,0.88,-17.2,9,320,10,2023-01-29
OVC,Overcast,1.00,-17.8,10,330,10,2023-01-29
OVC,Overcast,1.00,-17.8,8,340,10,2023-01-29
BKN,Broken,0.88,-18.3,9,330,10,2023-01-29
BKN,Broken,0.88,-19.4,6,330,10,2023-01-29
FEW,Few Clouds,0.25,-20.6,6,300,10,2023-01-29
BKN,Broken,0.88,-19.4,6,310,10,2023-01-29
BKN,Broken,0.88,-18.3,9,330,10,2023-01-29
BKN,Broken,0.88,-17.2,6,290,10,2023-01-29
BKN,Broken,0.88,-15.6,6,290,10,2023-01-29
BKN,Broken,0.88,-15,8,300,10,2023-01-29
BKN,Broken,0.88,-14.4,8,310,10,2023-01-29
SCT,Scattered,0.50,-14.4,10,280,10,2023-01-29
CLR,Clear,0,-15,8,300,10,2023-01-29
SCT,Scattered,0.50,-15.6,10,280,10,2023-01-29
SCT,Scattered,0.50,-16.1,8,290,10,2023-01-29
SCT,Scattered,0.50,-16.7,9,270,10,2023-01-30
SCT,Scattered,0.50,-17.2,6,260,10,2023-01-30
SCT,Scattered,0.50,-17.2,9,280,10,2023-01-30
SCT,Scattered,0.50,-17.8,5,250,10,2023-01-30
BKN,Broken,0.88,-17.8,5,260,10,2023-01-30
BKN,Broken,0.88,-17.8,8,290,10,2023-01-30
SCT,Scattered,0.50,-18.3,9,290,10,2023-01-30
SCT,Scattered,0.50,-18.9,9,290,10,2023-01-30
SCT,Scattered,0.50,-19.4,8,280,10,2023-01-30
SCT,Scattered,0.50,-20,7,290,10,2023-01-30
SCT,Scattered,0.50,-20,6,280,10,2023-01-30
FEW,Few Clouds,0.25,-20.6,6,280,10,2023-01-30
CLR,Clear,0,-21.7,4,280,10,2023-01-30
CLR,Clear,0,-21.1,6,280,10,2023-01-30
CLR,Clear,0,-20.6,6,280,10,2023-01-30
CLR,Clear,0,-18.9,8,310,10,2023-01-30
CLR,Clear,0,-17.2,10,310,10,2023-01-30
CLR,Clear,0,-16.7,11,310,10,2023-01-30
CLR,Clear,0,-16.7,12,290,10,2023-01-30
CLR,Clear,0,-16.7,11,290,10,2023-01-30
CLR,Clear,0,-17.2,10,270,10,2023-01-30
CLR,Clear,0,-17.2,10,260,10,2023-01-30
CLR,Clear,0,-17.8,10,270,10,2023-01-30
CLR,Clear,0,-18.9,9,270,10,2023-01-30
CLR,Clear,0,-19.4,5,250,10,2023-01-31
CLR,Clear,0,-20,4,260,10,2023-01-31
CLR,Clear,0,-20.6,4,250,10,2023-01-31
CLR,Clear,0,-20.6,5,240,10,2023-01-31
CLR,Clear,0,-21.1,4,220,10,2023-01-31
CLR,Clear,0,-21.7,4,210,10,2023-01-31
CLR,Clear,0,-21.7,6,220,10,2023-01-31
CLR,Clear,0,-22.2,3,210,10,2023-01-31
CLR,Clear,0,-22.2,3,210,10,2023-01-31
CLR,Clear,0,-22.2,4,200,10,2023-01-31
CLR,Clear,0,-21.7,4,210,10,2023-01-31
CLR,Clear,0,-21.7,7,190,10,2023-01-31
CLR,Clear,0,-21.1,7,210,10,2023-01-31
FEW,Few Clouds,0.25,-21.1,5,220,10,2023-01-31
FEW,Few Clouds,0.25,-20,8,220,10,2023-01-31
FEW,Few Clouds,0.25,-18.3,12,220,10,2023-01-31
BKN,Broken,0.88,-16.7,7,220,10,2023-01-31
BKN,Broken,0.88,-15.6,10,240,10,2023-01-31
BKN,Broken,0.88,-15,9,220,10,2023-01-31
SCT,Scattered,0.50,-14.4,9,230,10,2023-01-31
FEW,Few Clouds,0.25,-13.3,9,230,10,2023-01-31
FEW,Few Clouds,0.25,-12.8,10,230,10,2023-01-31
FEW,Few Clouds,0.25,-12.2,6,230,10,2023-01-31
FEW,Few Clouds,0.25,-12.8,5,200,10,2023-01-31
FEW,Few Clouds,0.25,-13.3,4,210,10,2023-02-01
SCT,Scattered,0.50,-13.3,5,210,10,2023-02-01
OVC,Overcast,1.00,-13.3,8,230,10,2023-02-01
OVC,Overcast,1.00,-12.8,12,220,10,2023-02-01
BKN,Broken,0.88,-12.8,7,240,10,2023-02-01
BKN,Broken,0.88,-12.8,6,230,10,2023-02-01
CLR,Clear,0,-13.9,5,240,10,2023-02-01
CLR,Clear,0,-15,4,230,10,2023-02-01
CLR,Clear,0,-15,4,220,10,2023-02-01
CLR,Clear,0,-16.1,3,240,10,2023-02-01
CLR,Clear,0,-16.1,3,220,10,2023-02-01
CLR,Clear,0,-16.7,0,0,10,2023-02-01
CLR,Clear,0,-16.7,4,250,10,2023-02-01
CLR,Clear,0,-16.7,5,220,10,2023-02-01
CLR,Clear,0,-16.1,0,0,10,2023-02-01
FEW,Few Clouds,0.25,-14.4,3,160,10,2023-02-01
SCT,Scattered,0.50,-12.2,3,190,10,2023-02-01
BKN,Broken,0.88,-10,3,170,10,2023-02-01
BKN,Broken,0.88,-8.3,4,200,10,2023-02-01
BKN,Broken,0.88,-6.7,5,250,10,2023-02-01
FEW,Few Clouds,0.25,-6.7,7,210,10,2023-02-01
SCT,Scattered,0.50,-7.2,7,160,10,2023-02-01
SCT,Scattered,0.50,-7.2,8,160,10,2023-02-01
FEW,Few Clouds,0.25,-7.8,5,190,10,2023-02-01
FEW,Few Clouds,0.25,-8.3,8,220,10,2023-02-02
FEW,Few Clouds,0.25,-8.9,4,230,10,2023-02-02
CLR,Clear,0,-9.4,8,230,10,2023-02-02
CLR,Clear,0,-9.4,7,240,10,2023-02-02
CLR,Clear,0,-10,6,230,10,2023-02-02
CLR,Clear,0,-10.6,5,240,10,2023-02-02
CLR,Clear,0,-11.1,6,230,10,2023-02-02
SCT,Scattered,0.50,-11.7,0,0,10,2023-02-02
SCT,Scattered,0.50,-11.7,6,250,10,2023-02-02
SCT,Scattered,0.50,-12.2,5,230,10,2023-02-02
FEW,Few Clouds,0.25,-12.8,4,260,10,2023-02-02
BKN,Broken,0.88,-12.2,5,270,10,2023-02-02
BKN,Broken,0.88,-11.1,4,310,10,2023-02-02
OVC,Overcast,1.00,-9.4,13,330,10,2023-02-02
BKN,Broken,0.88,-10,19,330,10,2023-02-02
FEW,Few Clouds,0.25,-11.1,16,330,10,2023-02-02
CLR,Clear,0,-11.1,16,340,10,2023-02-02
CLR,Clear,0,-11.1,16,330,10,2023-02-02
CLR,Clear,0,-12.2,14,310,10,2023-02-02
CLR,Clear,0,-12.2,21,320,10,2023-02-02
CLR,Clear,0,-13.3,19,300,10,2023-02-02
CLR,Clear,0,-14.4,16,320,10,2023-02-02
CLR,Clear,0,-15.6,14,330,10,2023-02-02
CLR,Clear,0,-16.7,15,310,10,2023-02-02
CLR,Clear,0,-17.8,13,310,10,2023-02-03
CLR,Clear,0,-18.3,13,310,10,2023-02-03
CLR,Clear,0,-20,12,310,10,2023-02-03
CLR,Clear,0,-21.1,13,320,10,2023-02-03
CLR,Clear,0,-22.2,12,320,10,2023-02-03
CLR,Clear,0,-22.8,11,320,10,2023-02-03
CLR,Clear,0,-23.3,7,330,10,2023-02-03
