Type,Station,Observed_Date,Temp_Celsius,DewPoint_Celsius,Wind_Speed,Wind_Direction,Cover,Visibility,Observation,Logged_Date
"METAR","KMSP","2023-01-12T06:53:00Z",0,-2.2,7,310,"OVC",5,"KMSP 120653Z 31007KT 5SM BR OVC013 00/M02 A3004 RMK AO2 SLP183 T00001022",2023.01.12-01.55.01
"METAR","KMSP","2023-01-12T08:37:00Z",-1.7,-3.3,14,310,"OVC",5,"KMSP 120837Z 31014KT 5SM -SN BR OVC008 M02/M03 A3008 RMK AO2 SNE13B35 P0000 T10171033",2023.01.12-02.55.01
"METAR","KMSP","2023-01-12T09:14:00Z",-2.8,-3.9,11,330,"OVC",4,"KMSP 120914Z 33011KT 4SM BR OVC006 M03/M04 A3009 RMK AO2 T10281039",2023.01.12-03.55.01
"METAR","KMSP","2023-01-12T10:24:00Z",-3.9,-6.1,13,310,"OVC",6,"KMSP 121024Z 31013KT 6SM BR OVC011 M04/M06 A3011 RMK AO2 T10391061",2023.01.12-04.55.01
"METAR","KMSP","2023-01-12T10:53:00Z",-4.4,-6.7,14,320,"OVC",6,"KMSP 121053Z 32014KT 6SM BR OVC012 M04/M07 A3012 RMK AO2 SLP211 T10441067",2023.01.12-05.55.01
"METAR","KMSP","2023-01-12T11:53:00Z",-4.4,-7.2,12,320,"OVC",6,"KMSP 121153Z 32012KT 6SM HZ OVC011 M04/M07 A3013 RMK AO2 SLP216 4/013 60000 T10441072 10000 21044 51017",2023.01.12-06.55.01
"METAR","KMSP","2023-01-12T12:53:00Z",-5,-7.2,11,320,"OVC",7,"KMSP 121253Z 32011KT 7SM OVC013 M05/M07 A3015 RMK AO2 SLP220 T10501072",2023.01.12-07.55.01
"METAR","KMSP","2023-01-12T13:53:00Z",-5,-7.2,12,310,"OVC",7,"KMSP 121353Z 31012KT 7SM OVC013 M05/M07 A3017 RMK AO2 SLP229 T10501072",2023.01.12-08.55.02
"METAR","KMSP","2023-01-12T14:53:00Z",-5,-7.8,12,320,"OVC",8,"KMSP 121453Z 32012KT 8SM OVC013 M05/M08 A3019 RMK AO2 SLP235 T10501078 53019",2023.01.12-09.55.01
"METAR","KMSP","2023-01-12T16:18:00Z",-5,-8.3,12,330,"OVC",10,"KMSP 121618Z 33012KT 10SM OVC015 M05/M08 A3023 RMK AO2 T10501083",2023.01.12-10.55.01
"METAR","KMSP","2023-01-12T16:53:00Z",-5,-8.3,11,320,"OVC",10,"KMSP 121653Z 32011KT 10SM OVC016 M05/M08 A3024 RMK AO2 SLP252 T10501083",2023.01.12-11.55.01
"METAR","KMSP","2023-01-12T17:53:00Z",-4.4,-7.8,11,340,"OVC",10,"KMSP 121753Z 34011KT 10SM OVC016 M04/M08 A3024 RMK AO2 SLP252 4/012 T10441078 11044 21050 51017",2023.01.12-12.55.01
"METAR","KMSP","2023-01-12T18:53:00Z",-4.4,-8.3,14,320,"OVC",10,"KMSP 121853Z 32014KT 10SM OVC016 M04/M08 A3024 RMK AO2 SLP251 T10441083",2023.01.12-13.55.01
"METAR","KMSP","2023-01-12T20:22:00Z",-5,-8.3,14,340,"OVC",10,"KMSP 122022Z 34014KT 10SM OVC017 M05/M08 A3024 RMK AO2 T10501083",2023.01.12-14.55.01
"METAR","KMSP","2023-01-12T20:53:00Z",-5,-8.9,11,330,"OVC",10,"KMSP 122053Z 33011KT 10SM OVC017 M05/M09 A3024 RMK AO2 SLP254 T10501089 53001",2023.01.12-15.55.01
"METAR","KMSP","2023-01-12T21:53:00Z",-5,-8.9,13,330,"OVC",10,"KMSP 122153Z 33013KT 10SM OVC018 M05/M09 A3027 RMK AO2 SLP263 T10501089",2023.01.12-16.55.01
"METAR","KMSP","2023-01-12T23:14:00Z",-5.6,-8.9,12,350,"OVC",10,"KMSP 122314Z 35012KT 10SM -SN OVC018 M06/M09 A3030 RMK AO2 SNB14 P0000 T10561089",2023.01.12-17.55.01
"METAR","KMSP","2023-01-13T00:09:00Z",-5.6,-8.9,12,330,"OVC",9,"KMSP 130009Z 33012KT 9SM OVC019 M06/M09 A3032 RMK AO2 SNE08 P0000 T10561089",2023.01.12-18.55.01
"METAR","KMSP","2023-01-13T01:49:00Z",-6,-9,7,350,"OVC",10,"KMSP 130149Z 35007KT 10SM SCT020 BKN031 OVC045 M06/M09 A3034 RMK AO2",2023.01.12-19.55.01
"METAR","KMSP","2023-01-13T02:15:00Z",-6.1,-9.4,12,330,"OVC",10,"KMSP 130215Z 33012KT 10SM BKN019 OVC047 M06/M09 A3035 RMK AO2 T10611094",2023.01.12-20.55.01
"METAR","KMSP","2023-01-13T02:53:00Z",-6.1,-9.4,12,330,"OVC",10,"KMSP 130253Z 33012KT 10SM OVC017 M06/M09 A3035 RMK AO2 SLP294 60000 T10611094 53007",2023.01.12-21.55.01
"METAR","KMSP","2023-01-13T03:53:00Z",-6.7,-10,12,360,"OVC",10,"KMSP 130353Z 36012KT 10SM OVC014 M07/M10 A3036 RMK AO2 SLP296 T10671100",2023.01.12-22.55.01
"METAR","KMSP","2023-01-13T04:53:00Z",-6.7,-10,10,350,"OVC",10,"KMSP 130453Z 35010KT 10SM OVC014 M07/M10 A3038 RMK AO2 SLP303 T10671100",2023.01.12-23.55.01
"METAR","KMSP","2023-01-13T05:53:00Z",-7.2,-10,10,350,"OVC",10,"KMSP 130553Z 35010KT 10SM OVC013 M07/M10 A3039 RMK AO2 SLP307 4/012 60000 T10721100 11056 21072 400001072 53012",2023.01.13-00.55.01
"METAR","KMSP","2023-01-13T06:53:00Z",-7.2,-10,9,350,"OVC",10,"KMSP 130653Z 35009KT 10SM OVC013 M07/M10 A3039 RMK AO2 SLP304 T10721100",2023.01.13-01.55.01
"METAR","KMSP","2023-01-13T07:53:00Z",-7.2,-10,6,350,"OVC",10,"KMSP 130753Z 35006KT 10SM OVC013 M07/M10 A3039 RMK AO2 SLP304 T10721100",2023.01.13-02.55.01
"METAR","KMSP","2023-01-13T08:53:00Z",-7.2,-9.4,8,10,"OVC",10,"KMSP 130853Z 01008KT 10SM OVC012 M07/M09 A3040 RMK AO2 SLP311 T10721094 53004",2023.01.13-03.55.02
"METAR","KMSP","2023-01-13T09:53:00Z",-7.2,-10,8,30,"OVC",10,"KMSP 130953Z 03008KT 10SM OVC012 M07/M10 A3041 RMK AO2 SLP313 T10721100",2023.01.13-04.55.01
"METAR","KMSP","2023-01-13T10:53:00Z",-7.2,-9.4,5,330,"OVC",10,"KMSP 131053Z 33005KT 10SM OVC012 M07/M09 A3042 RMK AO2 SLP316 T10721094",2023.01.13-05.55.01
"METAR","KMSP","2023-01-13T11:53:00Z",-7.2,-9.4,5,10,"OVC",10,"KMSP 131153Z 01005KT 10SM OVC013 M07/M09 A3042 RMK AO2 SLP316 4/012 T10721094 11067 21072 50005",2023.01.13-06.55.01
"METAR","KMSP","2023-01-13T12:53:00Z",-7.2,-10,4,20,"OVC",10,"KMSP 131253Z 02004KT 10SM OVC012 M07/M10 A3041 RMK AO2 SLP314 T10721100",2023.01.13-07.55.01
"METAR","KMSP","2023-01-13T13:53:00Z",-7.8,-10,5,350,"OVC",10,"KMSP 131353Z 35005KT 10SM OVC011 M08/M10 A3040 RMK AO2 SLP309 T10781100",2023.01.13-08.55.01
"METAR","KMSP","2023-01-13T15:43:00Z",-7.2,-9.4,3,40,"OVC",10,"KMSP 131543Z 04003KT 10SM OVC009 M07/M09 A3042 RMK AO2 T10721094",2023.01.13-09.55.01
"METAR","KMSP","2023-01-13T15:53:00Z",-7.2,-9.4,3,320,"OVC",10,"KMSP 131553Z 32003KT 10SM OVC009 M07/M09 A3042 RMK AO2 SLP318 T10721094",2023.01.13-10.55.01
"METAR","KMSP","2023-01-13T17:25:00Z",-7.2,-9.4,4,240,"OVC",10,"KMSP 131725Z 24004KT 10SM OVC011 M07/M09 A3041 RMK AO2 SNB02E25 P0000 T10721094",2023.01.13-11.55.01
"METAR","KMSP","2023-01-13T17:53:00Z",-7.2,-9.4,5,330,"OVC",10,"KMSP 131753Z 33005KT 10SM OVC011 M07/M09 A3041 RMK AO2 SNB02E25 SLP313 4/012 P0000 60000 T10721094 11067 21078 58001",2023.01.13-12.55.01
"METAR","KMSP","2023-01-13T18:53:00Z",-6.7,-9.4,5,250,"OVC",10,"KMSP 131853Z 25005KT 10SM OVC010 M07/M09 A3037 RMK AO2 SLP301 T10671094",2023.01.13-13.55.01
"METAR","KMSP","2023-01-13T19:53:00Z",-6.7,-8.9,0,0,"OVC",9,"KMSP 131953Z 00000KT 9SM OVC010 M07/M09 A3034 RMK AO2 SLP291 T10671089",2023.01.13-14.55.01
"METAR","KMSP","2023-01-13T20:53:00Z",-6.7,-8.9,0,0,"OVC",9,"KMSP 132053Z 00000KT 9SM OVC011 M07/M09 A3034 RMK AO2 SLP291 T10671089 56021",2023.01.13-15.55.01
"METAR","KMSP","2023-01-13T21:53:00Z",-7.2,-9.4,5,260,"OVC",10,"KMSP 132153Z 26005KT 10SM OVC010 M07/M09 A3035 RMK AO2 SLP294 T10721094",2023.01.13-16.55.01
"METAR","KMSP","2023-01-13T22:53:00Z",-7.8,-10,3,210,"OVC",10,"KMSP 132253Z 21003KT 10SM OVC009 M08/M10 A3034 RMK AO2 SLP291 T10781100",2023.01.13-17.55.01
"METAR","KMSP","2023-01-13T23:53:00Z",-8.3,-10,7,230,"OVC",9,"KMSP 132353Z 23007KT 9SM OVC007 M08/M10 A3034 RMK AO2 SNB29E38 SLP288 4/012 P0000 60000 T10831100 11067 21083 58002",2023.01.13-18.55.01
"METAR","KMSP","2023-01-14T00:53:00Z",-8.9,-10,5,190,"OVC",8,"KMSP 140053Z 19005KT 8SM OVC006 M09/M10 A3031 RMK AO2 SLP279 T10891100",2023.01.13-19.55.01
"METAR","KMSP","2023-01-14T02:22:00Z",-9.4,-10.6,6,210,"OVC",6,"KMSP 140222Z 21006KT 6SM -SN BR OVC004 M09/M11 A3031 RMK AO2 SNB09 P0000 T10941106",2023.01.13-20.55.01
"METAR","KMSP","2023-01-14T03:38:00Z",-9.4,-10.6,6,170,"OVC",5,"KMSP 140338Z 17006KT 5SM BR OVC003 M09/M11 A3028 RMK AO2 SNE38 P0000 T10941106",2023.01.13-21.55.02
"METAR","KMSP","2023-01-14T03:53:00Z",-9.4,-10.6,5,180,"OVC",5,"KMSP 140353Z 18005KT 5SM BR OVC003 M09/M11 A3027 RMK AO2 SNE38 SLP267 P0000 T10941106",2023.01.13-22.55.01
"METAR","KMSP","2023-01-14T04:53:00Z",-10,-11.1,8,160,"OVC",5,"KMSP 140453Z 16008KT 5SM BR OVC004 M10/M11 A3026 RMK AO2 SNB49E52 SLP263 P0000 T11001111",2023.01.13-23.55.01
"METAR","KMSP","2023-01-14T05:53:00Z",-10,-11.7,9,170,"OVC",5,"KMSP 140553Z 17009KT 5SM BR OVC003 M10/M12 A3024 RMK AO2 SLP258 4/012 60000 T11001117 11083 21100 410671100 58013",2023.01.14-00.55.01
"METAR","KMSP","2023-01-14T07:50:00Z",-11,-12,10,170,"OVC",7,"KMSP 140750Z 17010KT 7SM OVC005 M11/M12 A3019 RMK AO2",2023.01.14-01.55.01
"METAR","KMSP","2023-01-14T07:53:00Z",-10.6,-11.7,9,180,"OVC",7,"KMSP 140753Z 18009KT 7SM OVC005 M11/M12 A3019 RMK AO2 SLP241 T11061117",2023.01.14-02.55.01
"METAR","KMSP","2023-01-14T08:53:00Z",-10,-11.7,10,140,"OVC",7,"KMSP 140853Z 14010KT 7SM OVC006 M10/M12 A3017 RMK AO2 SLP234 I3000 T11001117 58010",2023.01.14-03.55.01
"METAR","KMSP","2023-01-14T09:53:00Z",-10,-11.1,9,150,"OVC",8,"KMSP 140953Z 15009KT 8SM OVC006 M10/M11 A3015 RMK AO2 SLP224 T11001111",2023.01.14-04.55.01
"METAR","KMSP","2023-01-14T10:53:00Z",-9.4,-11.1,9,140,"OVC",9,"KMSP 141053Z COR 14009KT 9SM SCT007 OVC180 M09/M11 A3013 RMK AO2 SLP218 T10941111",2023.01.14-05.55.01
"METAR","KMSP","2023-01-14T11:53:00Z",-8.9,-10.6,13,160,"OVC",10,"KMSP 141153Z 16013KT 10SM FEW009 OVC180 M09/M11 A3011 RMK AO2 SLP213 4/012 I6000 T10891106 11089 21106 56011",2023.01.14-06.55.01
"METAR","KMSP","2023-01-14T13:18:00Z",-8.9,-10.6,8,140,"SCT",10,"KMSP 141318Z 14008KT 10SM FEW009 SCT180 M09/M11 A3009 RMK AO2 T10891106",2023.01.14-07.55.01
"METAR","KMSP","2023-01-14T13:53:00Z",-8.3,-10.6,7,150,"SCT",9,"KMSP 141353Z 15007KT 9SM FEW009 FEW150 SCT250 M08/M11 A3008 RMK AO2 SLP203 T10831106",2023.01.14-08.55.01
"METAR","KMSP","2023-01-14T14:53:00Z",-7.8,-9.4,9,140,"SCT",10,"KMSP 141453Z 14009KT 10SM FEW150 SCT250 M08/M09 A3006 RMK AO2 SLP196 T10781094 56017",2023.01.14-09.55.01
"METAR","KMSP","2023-01-14T15:53:00Z",-6.7,-8.9,11,160,"BKN",10,"KMSP 141553Z 16011KT 10SM BKN250 M07/M09 A3006 RMK AO2 SLP194 T10671089",2023.01.14-10.55.01
"METAR","KMSP","2023-01-14T16:53:00Z",-4.4,-8.3,12,170,"BKN",10,"KMSP 141653Z 17012KT 10SM BKN250 M04/M08 A3005 RMK AO2 SLP190 T10441083",2023.01.14-11.55.01
"METAR","KMSP","2023-01-14T17:53:00Z",-3.3,-7.8,10,160,"BKN",10,"KMSP 141753Z 16010KT 10SM BKN250 M03/M08 A3001 RMK AO2 SLP179 4/012 T10331078 11033 21089 58016",2023.01.14-12.55.01
"METAR","KMSP","2023-01-14T18:53:00Z",-2.8,-7.2,14,160,"OVC",10,"KMSP 141853Z 16014G21KT 10SM OVC250 M03/M07 A2997 RMK AO2 SLP165 T10281072",2023.01.14-13.55.01
"METAR","KMSP","2023-01-14T19:53:00Z",-2.2,-6.7,15,160,"OVC",10,"KMSP 141953Z 16015KT 10SM OVC250 M02/M07 A2994 RMK AO2 SLP153 T10221067",2023.01.14-14.55.01
"METAR","KMSP","2023-01-14T20:53:00Z",-2.2,-6.1,10,160,"OVC",10,"KMSP 142053Z 16010KT 10SM OVC250 M02/M06 A2992 RMK AO2 SLP147 T10221061 56030",2023.01.14-15.55.02
"METAR","KMSP","2023-01-14T21:53:00Z",-1.1,-5.6,9,160,"OVC",10,"KMSP 142153Z 16009KT 10SM SCT180 BKN210 OVC250 M01/M06 A2991 RMK AO2 SLP142 T10111056",2023.01.14-16.55.01
"METAR","KMSP","2023-01-14T22:53:00Z",-1.1,-5,12,150,"BKN",10,"KMSP 142253Z 15012KT 10SM FEW180 SCT200 BKN250 M01/M05 A2989 RMK AO2 SLP134 T10111050",2023.01.14-17.55.01
"METAR","KMSP","2023-01-14T23:53:00Z",-1.1,-5,9,160,"BKN",10,"KMSP 142353Z 16009KT 10SM FEW200 BKN250 M01/M05 A2989 RMK AO2 SLP136 4/012 T10111050 11006 21033 55010",2023.01.14-18.55.01
"METAR","KMSP","2023-01-15T00:53:00Z",-0.6,-4.4,13,170,"BKN",10,"KMSP 150053Z 17013G19KT 10SM FEW170 SCT210 BKN250 M01/M04 A2988 RMK AO2 SLP130 T10061044",2023.01.14-19.55.01
"METAR","KMSP","2023-01-15T01:53:00Z",-0.6,-4.4,11,160,"BKN",10,"KMSP 150153Z 16011KT 10SM FEW170 SCT210 BKN250 M01/M04 A2986 RMK AO2 SLP125 T10061044",2023.01.14-20.55.01
"METAR","KMSP","2023-01-15T02:53:00Z",-1.1,-4.4,10,160,"FEW",10,"KMSP 150253Z 16010G23KT 10SM FEW190 FEW250 M01/M04 A2985 RMK AO2 SLP122 T10111044 56014",2023.01.14-21.55.01
"METAR","KMSP","2023-01-15T03:53:00Z",-1.1,-5,10,160,"CLR",10,"KMSP 150353Z 16010G19KT 10SM CLR M01/M05 A2985 RMK AO2 SLP122 T10111050",2023.01.14-22.55.01
"METAR","KMSP","2023-01-15T04:53:00Z",-1.7,-5,11,150,"BKN",10,"KMSP 150453Z 15011KT 10SM BKN240 M02/M05 A2984 RMK AO2 SLP116 T10171050",2023.01.14-23.55.01
"METAR","KMSP","2023-01-15T05:53:00Z",-1.1,-5,15,160,"SCT",10,"KMSP 150553Z 16015G20KT 10SM SCT240 M01/M05 A2982 RMK AO2 SLP108 4/012 T10111050 11006 21017 410061106 58011",2023.01.15-00.55.01
"METAR","KMSP","2023-01-15T06:53:00Z",-1.1,-5,10,160,"BKN",10,"KMSP 150653Z 16010KT 10SM BKN250 M01/M05 A2981 RMK AO2 SLP106 T10111050",2023.01.15-01.55.01
"METAR","KMSP","2023-01-15T07:53:00Z",-0.6,-4.4,11,170,"BKN",10,"KMSP 150753Z 17011G18KT 10SM BKN250 M01/M04 A2980 RMK AO2 SLP103 T10061044",2023.01.15-02.55.01
"METAR","KMSP","2023-01-15T08:53:00Z",-0.6,-5,11,170,"SCT",10,"KMSP 150853Z 17011KT 10SM SCT250 M01/M05 A2981 RMK AO2 SLP104 T10061050 55004",2023.01.15-03.55.01
"METAR","KMSP","2023-01-15T09:53:00Z",-1.1,-5,9,170,"SCT",10,"KMSP 150953Z 17009KT 10SM SCT250 M01/M05 A2979 RMK AO2 SLP099 T10111050",2023.01.15-04.55.01
"METAR","KMSP","2023-01-15T10:53:00Z",-1.7,-5,7,170,"SCT",10,"KMSP 151053Z 17007KT 10SM SCT250 M02/M05 A2978 RMK AO2 SLP096 T10171050",2023.01.15-05.55.01
"METAR","KMSP","2023-01-15T11:53:00Z",-0.6,-4.4,7,170,"BKN",10,"KMSP 151153Z 17007G16KT 10SM BKN200 M01/M04 A2977 RMK AO2 SLP091 4/012 T10061044 11006 21017 56012",2023.01.15-06.55.01
"METAR","KMSP","2023-01-15T12:53:00Z",-0.6,-4.4,5,160,"OVC",10,"KMSP 151253Z 16005KT 10SM OVC180 M01/M04 A2977 RMK AO2 SLP089 T10061044",2023.01.15-07.55.01
"METAR","KMSP","2023-01-15T13:53:00Z",-1.1,-4.4,4,120,"OVC",10,"KMSP 151353Z 12004KT 10SM BKN170 BKN190 OVC250 M01/M04 A2977 RMK AO2 SLP090 T10111044",2023.01.15-08.55.01
"METAR","KMSP","2023-01-15T14:53:00Z",-1.1,-3.9,6,160,"BKN",10,"KMSP 151453Z 16006KT 10SM BKN180 BKN250 M01/M04 A2978 RMK AO2 SLP094 T10111039 53001",2023.01.15-09.55.01
"METAR","KMSP","2023-01-15T15:53:00Z",0,-3.3,8,160,"BKN",10,"KMSP 151553Z 16008KT 10SM SCT180 BKN250 00/M03 A2978 RMK AO2 SLP093 T00001033",2023.01.15-10.55.01
"METAR","KMSP","2023-01-15T16:53:00Z",1.1,-3.3,11,160,"FEW",10,"KMSP 151653Z 16011G17KT 10SM FEW180 FEW250 01/M03 A2976 RMK AO2 SLP087 T00111033",2023.01.15-11.55.02
"METAR","KMSP","2023-01-15T17:53:00Z",1.7,-2.8,15,170,"FEW",10,"KMSP 151753Z 17015KT 10SM FEW250 02/M03 A2974 RMK AO2 SLP081 4/012 T00171028 10017 21011 58011",2023.01.15-12.55.01
"METAR","KMSP","2023-01-15T18:53:00Z",2.2,-2.8,12,160,"FEW",10,"KMSP 151853Z 16012KT 10SM FEW250 02/M03 A2972 RMK AO2 SLP072 T00221028",2023.01.15-13.55.01
"METAR","KMSP","2023-01-15T19:53:00Z",2.2,-2.8,13,150,"FEW",10,"KMSP 151953Z 15013KT 10SM FEW250 02/M03 A2969 RMK AO2 SLP064 T00221028",2023.01.15-14.55.01
"METAR","KMSP","2023-01-15T20:53:00Z",2.8,-2.2,11,160,"SCT",10,"KMSP 152053Z 16011G22KT 10SM SCT250 03/M02 A2969 RMK AO2 SLP061 T00281022 56019",2023.01.15-15.55.01
"METAR","KMSP","2023-01-15T21:53:00Z",2.8,-2.2,10,160,"SCT",10,"KMSP 152153Z 16010KT 10SM SCT250 03/M02 A2970 RMK AO2 SLP064 T00281022",2023.01.15-16.55.01
"METAR","KMSP","2023-01-15T22:53:00Z",1.7,-2.2,7,140,"SCT",10,"KMSP 152253Z 14007KT 10SM SCT250 02/M02 A2970 RMK AO2 SLP065 T00171022",2023.01.15-17.55.01
"METAR","KMSP","2023-01-15T23:53:00Z",1.1,-2.2,8,140,"SCT",10,"KMSP 152353Z 14008KT 10SM SCT250 01/M02 A2971 RMK AO2 SLP068 4/011 T00111022 10028 20011 53006",2023.01.15-18.55.01
"METAR","KMSP","2023-01-16T00:53:00Z",0.6,-2.8,8,130,"SCT",10,"KMSP 160053Z 13008KT 10SM FEW150 SCT250 01/M03 A2970 RMK AO2 SLP066 T00061028",2023.01.15-19.55.01
"METAR","KMSP","2023-01-16T01:53:00Z",1.1,-2.2,8,120,"OVC",10,"KMSP 160153Z COR 12008KT 10SM SCT030 BKN200 OVC250 01/M02 A2969 RMK AO2 SLP064 T00111022",2023.01.15-20.55.01
"METAR","KMSP","2023-01-16T02:53:00Z",1.7,-1.7,10,140,"OVC",10,"KMSP 160253Z 14010KT 10SM BKN180 OVC250 02/M02 A2969 RMK AO2 SLP061 VIRGA T00171017 56006",2023.01.15-21.55.01
"METAR","KMSP","2023-01-16T03:53:00Z",1.7,-1.7,11,140,"OVC",10,"KMSP 160353Z 14011KT 10SM SCT120 BKN150 OVC250 02/M02 A2968 RMK AO2 SLP060 VIRGA T00171017",2023.01.15-22.55.01
"METAR","KMSP","2023-01-16T04:53:00Z",1.7,-1.7,10,130,"OVC",10,"KMSP 160453Z 13010KT 10SM SCT120 OVC250 02/M02 A2967 RMK AO2 SLP055 VIRGA T00171017",2023.01.15-23.55.01
"METAR","KMSP","2023-01-16T05:53:00Z",1.1,-1.7,7,120,"OVC",10,"KMSP 160553Z COR 12007KT 10SM BKN040 OVC130 01/M02 A2965 RMK AO2 SLP050 4/011 T00111017 10022 20006 400281017 58010",2023.01.16-00.55.01
"METAR","KMSP","2023-01-16T06:53:00Z",1.1,-1.7,10,110,"OVC",10,"KMSP 160653Z 11010KT 10SM BKN120 OVC160 01/M02 A2963 RMK AO2 SLP041 T00111017",2023.01.16-01.55.01
"METAR","KMSP","2023-01-16T07:53:00Z",1.7,-1.1,8,100,"OVC",10,"KMSP 160753Z 10008KT 10SM -RA FEW037 BKN049 OVC090 02/M01 A2961 RMK AO2 RAB36 SLP033 P0000 T00171011",2023.01.16-02.55.01
"METAR","KMSP","2023-01-16T08:53:00Z",1.7,-1.1,8,110,"OVC",10,"KMSP 160853Z 11008KT 10SM OVC032 02/M01 A2961 RMK AO2 RAE31UPB10E19 SLP034 P0000 60000 T00171011 55015",2023.01.16-03.55.01
"METAR","KMSP","2023-01-16T10:39:00Z",2.8,-0.6,9,100,"OVC",10,"KMSP 161039Z 10009KT 10SM OVC029 03/M01 A2957 RMK AO2 T00281006",2023.01.16-04.55.01
"METAR","KMSP","2023-01-16T10:53:00Z",2.2,-0.6,7,100,"OVC",10,"KMSP 161053Z 10007KT 10SM BKN029 OVC036 02/M01 A2957 RMK AO2 SLP019 T00221006",2023.01.16-05.55.01
"METAR","KMSP","2023-01-16T11:53:00Z",2.2,-0.6,10,100,"OVC",10,"KMSP 161153Z 10010KT 10SM OVC024 02/M01 A2956 RMK AO2 SLP018 4/011 60000 T00221006 10028 20006 56017",2023.01.16-06.55.01
"METAR","KMSP","2023-01-16T12:53:00Z",2.2,-0.6,9,100,"OVC",7,"KMSP 161253Z 10009KT 7SM -RA FEW018 OVC024 02/M01 A2954 RMK AO2 RAB17 SLP012 P0000 T00221006",2023.01.16-07.55.01
"METAR","KMSP","2023-01-16T14:18:00Z",1.7,0,7,80,"OVC",7,"KMSP 161418Z 08007KT 7SM -RA OVC014 02/00 A2953 RMK AO2 P0002 T00170000",2023.01.16-08.55.01
"METAR","KMSP","2023-01-16T14:53:00Z",1.7,0,8,80,"OVC",9,"KMSP 161453Z 08008KT 9SM -RA OVC014 02/00 A2953 RMK AO2 SLP007 P0003 60006 T00170000 56010",2023.01.16-09.55.01
"METAR","KMSP","2023-01-16T16:44:00Z",1.1,0.6,7,70,"OVC",3,"KMSP 161644Z 07007KT 3SM -RA BR OVC008 01/01 A2950 RMK AO2 DZB22E32 P0000 T00110006",2023.01.16-10.55.01
"METAR","KMSP","2023-01-16T16:53:00Z",1.1,0.6,8,70,"OVC",4,"KMSP 161653Z 07008KT 4SM -RA BR OVC007 01/01 A2949 RMK AO2 DZB22E32 SLP996 P0000 T00110006",2023.01.16-11.55.01
"METAR","KMSP","2023-01-16T17:53:00Z",1.1,0.6,7,70,"OVC",4,"KMSP 161753Z 07007KT 4SM -RA BR OVC006 01/01 A2946 RMK AO2 SLP983 4/011 933028 P0002 60008 T00110006 10028 20011 58023",2023.01.16-12.55.01
"METAR","KMSP","2023-01-16T19:43:00Z",1.7,0.6,8,60,"OVC",4,"KMSP 161943Z 06008KT 4SM -RA BR OVC007 02/01 A2941 RMK AO2 P0011 T00170006",2023.01.16-13.55.01
"METAR","KMSP","2023-01-16T19:53:00Z",1.1,0.6,8,60,"OVC",4,"KMSP 161953Z 06008KT 4SM -RA BR OVC007 01/01 A2941 RMK AO2 SLP968 P0012 T00110006",2023.01.16-14.55.01
"METAR","KMSP","2023-01-16T21:28:00Z",1.7,0.6,7,50,"OVC",6,"KMSP 162128Z 05007KT 6SM -RA BR OVC009 02/01 A2941 RMK AO2 P0002 T00170006",2023.01.16-15.55.01
"METAR","KMSP","2023-01-16T22:48:00Z",1,1,6,0,"OVC",10,"KMSP 162248Z VRB06KT 10SM FEW009 OVC016 01/01 A2942 RMK AO2 RAE40 P0001",2023.01.16-16.55.01
"METAR","KMSP","2023-01-16T23:05:00Z",1.1,0.6,5,40,"OVC",10,"KMSP 162305Z 04005KT 10SM BKN008 BKN014 OVC019 01/01 A2942 RMK AO2 T00110006",2023.01.16-17.55.01
"METAR","KMSP","2023-01-17T00:14:00Z",0.6,0,7,10,"OVC",7,"KMSP 170014Z 01007KT 7SM -RASN OVC007 01/00 A2943 RMK AO2 P0000 T00060000",2023.01.16-18.55.01
"METAR","KMSP","2023-01-17T01:39:00Z",0,-0.6,6,350,"OVC",2.5,"KMSP 170139Z 35006KT 2 1/2SM -SN BR FEW004 BKN008 OVC016 00/M01 A2944 RMK AO2 P0003 T00001006",2023.01.16-19.55.01
"METAR","KMSP","2023-01-17T02:12:00Z",0,-0.6,6,350,"OVC",2,"KMSP 170212Z 35006KT 2SM -SN BR SCT005 OVC011 00/M01 A2944 RMK AO2 SFC VIS 2 1/2 P0002 T00001006",2023.01.16-20.55.01
"METAR","KMSP","2023-01-17T03:17:00Z",0,-0.6,6,340,"OVC",2,"KMSP 170317Z 34006KT 2SM -SN BR BKN005 OVC017 00/M01 A2945 RMK AO2 SFC VIS 3 P0002 T00001006",2023.01.16-21.55.01
"METAR","KMSP","2023-01-17T03:53:00Z",0,-0.6,6,340,"OVC",2,"KMSP 170353Z 34006KT 2SM -SN BR BKN007 OVC015 00/M01 A2945 RMK AO2 SFC VIS 2 1/2 SLP982 P0004 T00001006",2023.01.16-22.55.01
"METAR","KMSP","2023-01-17T04:53:00Z",0,-0.6,5,330,"OVC",2,"KMSP 170453Z 33005KT 2SM -SN BR OVC008 00/M01 A2946 RMK AO2 SFC VIS 4 SLP984 P0002 T00001006",2023.01.16-23.55.01
"METAR","KMSP","2023-01-17T05:53:00Z",0,-0.6,6,320,"OVC",2,"KMSP 170553Z 32006KT 2SM -SN BR OVC008 00/M01 A2947 RMK AO2 SFC VIS 3 SLP988 4/011 P0002 60018 T00001006 10011 20000 400280000 53008",2023.01.17-00.55.01
