obsTime,Temp,Dewp,Wspd,Wdir,Cover,Visib,Fltcat,Altim,Slp,RawOb
2023-08-19T00:53:00Z,24.400000,13.900000,11,170,SCT,9.000000,VFR,1009.600000,1009.200000,KMSP 190053Z 17011KT 9SM SCT250 24/14 A2981 RMK AO2 SLP092 T02440139
